eng,darija_ar,transl
Is it possible?,واش مومكين?,Is it possible?
Is it ready?,واش واجد?,Is it true?
It's raining,شتا كاطّيح,What are you up to?
It's too late,مشا لحال,He went alone.
It's very important,موهيمّ بزّاف,It's very interesting.
It will arrive shortly,قريب يوصل,It will arrive soon.
The roads are slippery,طروقان كايزلّقو,The thieves are running away.
He broke the window,هرّس شرجم,Crush the garlic
He's an American,هوا ميريكاني,He is American.
I have money,عندي لفلوس,I have money.
I haven't had lunch yet,مازال ماتغدّيتش,I haven't had breakfast yet.
I'm bored,كانحسّ بلمالال,I feel dizzy.
I'm going to go have dinner,غانمشي نتعشا,He's going out to have dinner.
My car isn't working,طوموبيلتي ماخدّاماش,My car is not working.
Open the door,حلّ لباب,Solve the problem
Open the window,حلّ شرجم,Solve the problem
Pick up your clothes,هزّ حوايجك,Pack your things
Please tell me,عافاك ڭولّيا,Please tell me
Please wait for me,عافاك تسنّاني,Please excuse me.
Some books,شي كتوبا,A book
Start the car,ديماري توموبيل,The car is broken.
That's not enough,هادشي ماكافيش,This is not enough
The car is fixed,توموبيل تصاوبات,The car needs repairs.
They're waiting for us,راه كايتسنّاونا,They are waiting for us.
Where is my shirt?,فيناهوا تريكّويا?,Where can we find it?
You're right.,عندك لحقّ.,You're right.
do not worry,سافي تهنّا,I will see you there.
do not worry,كون هاني,I'm here
this is my book,هادا كتابي,This is my book.
that is our building,هاديك عيمارتنا,That's our house
give me her money,عطيني فلوسها,Give me her money.
I hear their dog,كانسمع كلبهوم,He can hear his dog.
it's his life,هاديك حياتو,That's his life.
it's none of your business,ماشي شغلك,It's none of your business.
I hope it helps!,كانتمنا يعاون!,I hope he helps!
Fingers crossed.,تشباك سابعان.,You're exaggerating.
it is dispiriting,راه موحبيت,He doesn't like it
What a good idea!,فيكرا مازيانا!,You're thinking well!
Flat White?,قاهوا بيضا?,Is it white?
All right,ماعندي مانڭول,I don't have any money.
Here's Lamia.,هاهيا لاميا.,Here it is.
Was he not traumatised?,ماحسش بسادما?,Don't you feel happy?
No your son!,لا ولدك!,No way!
Sorry to bother you,سماحليا سداعتاك,Please excuse me.
"No, not at all!","لا, نيهاإيان!","No, never!"
My friend hah!,صاهبي هاه!,"My friend, wow!"
My friend hah!,صاحبتي هاه!,"My friend, here she is!"
Do they?,أولّا لا?,"First of all, no?"
You go.,صير نتا.,Become you.
We're abroad!,حنا برّا!,We are outside!
What are you talking about?,علاياش تاتهدر?,Why are you upset?
I don't want to tire,مابغيتش ناعيا,I don't want any trouble.
It's not fair.,ماشي عاديل,It's not fair.
It's not fair.,ماشي معقول,It's not reasonable.
Do you promise?,واش كاتواعد?,Is he/she making plans?
"Yes, I promise.","أه, كانواعدك","Oh, they stood you up."
I came with cakes,جيت بلحالوا,He came alone.
come over as soon as you can.,أجي دغيا.,Come here.
Please take a seat.,عفاك ڭلاس.,"Excuse me, sir."
"Yes, it is possible.","أه, مومكين.","Oh, it's not possible."
Uh huh... go on.,أها... كمّل.,Oh... go on.
I don't know their names.,ماكنعرفش سميتهوم.,We don't know their names.
Of all sizes,بڭاع ألقيياسات,I'm taking precautions.
That's interesting?,هادشي موتير?,Is this important?
"I'm sorry, I'm sorry.","سامحليا, سامحليا.","Forgive me, forgive me."
Is it working?,واش خدّام?,Is it working?
Ok OK.,واخا واخا.,Little by little.
It's a scandal!,هادي فاضيحا!,This is embarrassing!
It's a scandal!,هادي شوها!,This is beautiful!
I'm not going to calm down!,ماغاديش نتهدّن!,We won't give up!
I can't miss it.,مانقدارش نزڭلها.,I can't handle it.
Call for help!,طلاب لموساعادا!,Students of Mousaada!
In the name of God!,بيسمي ألّاه!,Oh my God!
nothing has happened,تاحاجا ماوقعات,The meeting didn't happen.
I hate singers!,ماكانحملش لموغانيين!,I couldn't bear it anymore!
Or sleep.,أُلا نعاس.,I'm sleepy.
can you imagine!,واش كاتخيّلي!,Are you kidding!
I've had enough of you.,عييت مناك.,I'm tired of you.
I quit!,غادي نساحاب!,I'm leaving now!
He seems to be doing well,كايبان بيخير,It looks good.
How unfortunate!,ياعلا نحس!,Oh my goodness!
Why don't we scream?,علاش مانغاوتوش?,Why didn't you bring it?
Please let's not.,عافاك بلاش.,"Please, no."
You saw me take them?,شفتيني خديتهوم?,Did you see me take them?
"Ok, ok.","واخا, واخا.","Okay, okay."
It's a disgrace.,هادشي عار.,This is shameful.
Let's get plastered.,خلينا نلاسقو,Let's hurry up.
Good luck with the meeting,لايسّر فليجتيماع,It's not easy to socialize.
That's it.,هادي هييا.,This is life.
That's just it,هادشي ليكاين,This is for you.
I'm an adonis,أنا أدونيس,I am Adonis.
The door opens,لباب مافتوح,The door is not open.
"Yeah, it's kind of cute.","أه, درايفا","Oh, I understand."
A hike perhaps?,إمكان نتمشاو?,Can we go out?
"Ok, fine.","أُك, صافي.","Okay, clear."
Or a lolly?,ولا پولو?,What about him?
They don't like bread?,ماكايعجبهومش لخوبز?,"He doesn't like it, does he?"
I'm a writer.,أنا كاتيب.,I am a writer.
What do you do?,أش كادير?,What are you doing?
On cats?,علا لمشاش?,What's up?
I play the saxophone,كانلعاب ساشوپهون,The game was fun.
What have you done?,أشنو درتي?,What did you do?
They're poisoned!,راه مسمومين,They are poisoned.
"Oh, yeah?","أُه, ياك?","Oh, really?"
What ingredients?,أشمن موكاوينات?,What are the activities?
We have a plan,عندنا خوطّا,We have a plan.
We have a plan,عندنا بلان,We have a plan.
And dessert.,أُ لحلوا.,They are beautiful.
"No, you don't!","ألّا, مادّيرهاش!","No, I won't do it!"
"Oh, my God.",يا إلاهي.,Oh my God.
Sorry.,سماح لييا.,Excuse me.
I've cut myself.,جراحت راسي.,I have a headache.
I'm gonna throw up,غادي نتقايّا,I will see you later.
Ah ok,"أه, واخا","Oh, okay"
Thank you very much!,شوكران بزاف!,Thank you very much!
Yeah sure.,أه داروري.,"Oh, of course."
Thank God!,لحامدو ليلاه!,Thank God!
That's surprising!,هادشي غاريب!,This is strange!
No thank you.,لا شوكران.,"No, thank you."
Have a safe onward journey,طريق السالاما,The road to peace
You mean blackberries?,كاتقساد التوت?,Are you picking the berries?
What have you done?,شنو درتي?,What did you do?
Have a lovely rest of your evening,لايسعد لماسا,He is not happy at all
But we don't have it!,والاكين معندناش!,But we don't have any!
Not in particular.,لا ماكانعرفش.,"No, I don't know."
Pay even more?,خلّص كتار?,Is it enough?
Great idea!,فيكرا واعرا!,He is smart and knowledgeable!
I hear noise.,كانسماع صداع.,I have a headache.
Good date,ماوعيد مزيان,The appointment is good.
We're blocked,حنا محبوسين,We are stuck.
Pretty please!,وا عافااك!,You're welcome!
You look well!,جات معاك!,She came with you!
Hello Aziz.,أهلان أزيز,Hello dear
That's very kind.,راك دريف.,You're clever.
Good evening,مسا لخير,Good evening.
I'll have a coffee,غاناخود قهيوا,He's going to drink coffee.
"Certainly, sir.","طابعان, سيدي","Alright, sir."
You don't have a sausage?,ماعندكومش صوسيت?,Don't you have any ketchup?
It's okay,ماكاين إشكال,There is no problem.
It's a hell of a experience,تجريبا جاهنّاميا,He almost got into trouble
You've traveled a lot!,سافرتي بزاف!,You traveled a lot!
Which ruins?,أشمن اتار?,What time is it?
I'm sure,أنا ماتأكاد,I'm exhausted.
Good evening,ماساء لخير,It's not a good sign.
As I scheduled.,كيما بلانيت,Like a planet
Bad luck.,زهار خايب,He's a loser
"True, true.","بساح, بساح","Slowly, slowly"
How about you?,إوا أُنتا?,And you?
what was your meeting about?,علاش جتامعتو?,Why are you angry?
I've never had it,ماعامّرني خديتها,I didn't buy it.
But we made it,والاكين درناها,But we did it
Trump being a stupid guy.,طرومپ ليحماق,He's acting foolish.
Same thing,نافس لحاجا,Mind your own business.
Yes--by definition.,"أه, بتاعريف","Oh, by the way"
in other words,بمعنا أخور,"It means ""I swear"""
"Yes, it is","أيه, كاينا","Yes, there is"
Let's take an example,ناخدو ميتال,Let's take a break.
That is true.,هادشي بساح,This is easy
replanting the trees,نزارعو أشجار,We plant trees.
this is original!,هادشي أصلي,This is authentic
this is original!,هادشي أُريڭينال,This is original
I don't want to be disturbed,مابغيتش نتبارزاط,I don't want to argue
A detective novel?,ريوايا بوليسييا?,Detective novel?
That's better.,هادا حسان,This is Hassan.
As I said,كيمّا ڭلت,Just like she said
I'll give you that,هادي عندك,This is yours.
