eng,darija_ar,transl
"Okay, I'm going to the coffee shop","صافي, أنا هاني غادي ل قاهوا","Sure, I'm going to meet them."
I'll see if he can give us some tea too,غانشوف واش غايعطينا شي أتاي تاهوا,We'll see if they will give us some tea there.
"Come on, I'm sleeping, and thank you!","وايليّ, أنا راه ناعس, أُ شوكران!","Wow, I'm really sleepy, thank you!"
"Yeah, you know, those big tents.","أيه, راك عارف, دوك لخيمات لكبار.","Yeah, you know, you're a master at setting up tents."
Do other residents share your opinions?,واش السوكّان لخرين تيتقاسمو معاكوم أفكاركوم?,Do the shopkeepers share their ideas with you?
It must be so difficult to talk calmly.,غاتكون صعيبا لقاضيا أنّاك تهضر مكالمي.,It will be difficult for the judge to understand you when you speak.
I think I'm the one who needs to quit!,تايبالّيا أنا هوا اللي خسّني نمشي!,He always insists that it was me who made us late!
It's starting to look like we're not moving.,هادشي بدا تايبان بحال ألا ماتانتحرّكوش.,This thing seems like it's not going to move at all.
"Actually, there is a number on the bottom","ساراحا, راه كاينا واهد الراقم فلتحت","Sure, there is only one number left at the bottom."
All we have to do now is wait.,اللي نقدرو نديرو دابا هوا نتسنّاو.,What we can do now is wait.
"Well, never mind, it's not like we could be a part of this.","موهيم, بالاك عليا, بحالا غانكونو فهادشي.","No, it's up to me, it's like they will be in this."
"Hi, I'd like something strong, please.","سالام, بغيت شي حاجة قاسحا, لايحفضك.","Hello, I want something specific, don't worry."
They are ready for you now Chef.,هاهوما واجدين ليك دابا أ شف.,"Here they are waiting for you now, go see them."
"I thought it was going to be really sunny today, you see.","كان كايسحابني غايكون ليوما مشمّش, شفتي.","He was annoying me, he will be a peach today, you see."
"No, I meant at night it's colder than during the day.","اللا, قصدت الليل بارد علا النهار.","No, I meant the night is cold compared to the day."
And tomorrow we're gonna find the way back.,أُ غدّا غادي نلقاو طريق الرجوع.,Tomorrow we will find the way back.
Inside the basket that is sitting on top of the fridge,فوسط الشبكا اللي محطوطا فوڭ التلّاجا,In the middle of the net hanging on the wall.
"if you need my help, please let me know","ألا بغيتي لموعاوانا ديالي, هي علمني","If you want my attention, just let me know."
I hope you and your wife have a nice trip,كانتمنا ليك أُل مادام ريحلا ساعيدا,We wish you a safe journey.
I'll take you to the bus stop,دابا ندّيك ل بلاكا ت التوبيس,Now I will give you the bus ticket.
"I'm very busy, I don't have time now","أنا مشغول بزّاف, ماعنديش لوقت دابا","I'm very busy, I don't have time right now."
May I speak to Mrs. Fatiha please?,مومكين نهدر معا اللا فاتيها لايخلّيك?,Is it possible for us to talk without any interruptions?
can I make an appointment for next Wednesday?,مومكين نشدّ ماوعيد ل لاربع الجاي?,Is it possible to postpone the meeting to next Wednesday?
does this road go to Dakhla,واش هاد طريق غاديا ل ضاخلا,Is this the road to the beach?
how do I get to Mohamed the fifth street,كيندير ندوز ل شاريع موهامد لخاميس,He is working on Mohamed Lahmam's project.
how long does it take by car,شحال تلوقت غادي تاخود ف طوموبيل,How long will it take you to get to the car?
how long does it take to get to Tetouan,شحال تلوقت باش توصل ل طتوان,How far did you walk to reach Tétouan?
how many people are there in Ifran,شحال ت الناس كاينين ف إفران,How many people are there in Ifrane?
how much is it to go to America,بشحال غطّلع عليك لمشيا ل ميريكان,How many times have you been to America?
can you recommend a good restaurant,واخا تقتارح عليا شي رستورا زوينا,And if you suggest a nice restaurant to me
there are some books on the table,راه كاينين شي كتوبا فوق الطبلا,There are some writings on the drum.
there is a book under the table,راه كاين واهد لكتاب تحت طبلا,There is a book under the drum.
can I see your passport please,واخا نشوف ل پاسّپور ديالك عافاك,"When we see your passport, please."
"sorry, I think I have the wrong number","سمح ليا, كانضنّ عندي نمرا غالاط","Excuse me, I think I have a wrong number."
what's the name of the company you work for,شنو سميّت شاريكا لي خدّام معاها,What is the name of the company you work for?
This is not a good start to the day,هادي ماشي بديا زينا ل نهار,This is not a good start to the day.
"I only have my book, and I'm almost done.","عندي غي كتابي, أُ قرّبت نساليه","I have a book, I'm about to read it."
Are you travelling for work or a holiday?,مسافر علا ود لخدما ولا عوتلا?,Are you traveling for work or for vacation?
"Your friend will probably be here, why?","صاديقا ديالك أتكون هنا فلغاليب, علاش?","Your friend is here in Gueliz, why?"
You're full of ideas today!,عندك بزّاف ديال ل أفكار ليوما!,You have a lot of ideas today!
But you do seem a bit unrealistic.,والاكين بنتي ليا شويا ماشي واقيعي,"My daughter is a little sick, not seriously."
You're not in my head!,نتا ما داخلش ليا ل راسّي,You don't get into my head
"I'm rubbish at maths, rubbish at science.","أنا زرڭ فلماته, زرڭ ف صيونص","I am lost in its beauty, lost in its charm."
All the teachers will be available.,ڭاع ل أساتيدا غادي يكونو موجودين,The professors won't be present.
Yes the swans can be quite aggressive.,"وايه, لوز كايكونو قباح شي مرّات","Yeah, sometimes the almonds can be bitter."
What does your job involve?,أشنو كادير ف خدمتك ب دبت?,What are you doing at work in Dubai?
I'm gonna have to leave you two alone.,غادي يخصني نخليكوم نتوما بجوج بوحدكوم,I will leave you alone with each other.
I'm out of bread and it's getting late.,تقادا ليا لخوبز أُ مشا لحال.,Bring me the bread or I'll go by myself.
but it is still very scary.,والاكين واخا هاكّاك مازال هادشي كايخلع.,"Even though, this is still happening."
the clouds are beautiful but we are so high up!,سحاب زوين والاكين حنا لفوڭ بزّاف!,"The clouds are beautiful, but we are freezing a lot!"
"I warn you, I'll be particularly demanding towards you.","هاني كانعلمك, غادي نكتّر عليك طالابات.","I will teach you, I will give you more homework."
So I'm the one giving the advice.,إدان أنا هووا لي كايعطي الناساإح.,I am the one who gives people life.
I'd rather stop this conversation.,كايبان ليا حسن نحبسو هاد نيقاش.,It seems to me that we should end this discussion.
It's been a few weeks since we've seen each other.,هادي شحال من سيمانا ماشفنا بعضيياتنا.,We haven't seen each other for how many weeks.
you are very kind to visit me so often,نتا درييف حيت كاتزورني مرّا مرّا,You drive because you keep visiting me often.
That's very nice of your grandson.,هادشي زين بزّاف اللي دار حفيدك.,This is very nice what your grandson did.
"If you make them laugh, it's a good sign.","إلا كنتي كاضحّخوم, هادي عالاما مزيانا.","If you were joking, this would be really funny."
"Oooh I love cookies, yes please.","ووه كايعجبوني ل كوكيز, أيه عافاك.","I really like cookies, please."
It makes me happy to know your health is good.,فرحت فاش عرفت أنّا صحتك مزيانا.,I was happy when I knew that you are feeling better.
A young girl who works at the nursing home?,بنت سغيرا خدّاما ف دار لعاجازا?,Is there a young girl working at the old lady's house?
You do like to gamble and drink a lot,عزيز عليك تقمّر أُ تشرب بزّاف,You should be careful when you drink a lot.
"In the meantime, shall we open a bottle?","ب هاد لموناسّابا, نحلّو شي قريعا?","In this situation, shall we solve the problem?"
"Not at all, you plan to move to Marrakech.","اللا, نتا ناوي ترحل ل مرّاكش.","No, are you planning to travel to Marrakech."
Is that a small orange juice?,واش هادا عاصير ديال ليمون سغير?,Is this a small lemon storm?
"It's a white coffee, because I've never tasted it.","هادي قهوا بيضا, حيت ماعمرني دقتها.","This coffee is bitter, I've never tasted it before."
It's very good - the best in town!,زينا بزّاف - أحسان ماكاين فلمدينا!,We had a great time - the best is not found in our city!
Turn left and you will find it.,ضور علا ليصر أُ غادي تلقاه.,"Look for it on the top shelf, you'll find it there."
Can I get you something else instead?,بغيتي نجيب شي حاجا خرا بلاصتها?,Do you want me to get something specific for you?
"Oh, how nice of you to come to me!","أُه, شوكران بزّاف حيت جيتي عندي!","Oh, thank you very much for coming to see me!"
I am not as young as I used to be,مابقيتش شاب كيف كنت شحال هادا,"I'm not a young man anymore, how was I like this"
"Especially Amina, she's my favorite.","خوصوصان أمينا, هيا لي عزيزا عليا.","Especially my mother, she is dear to me."
"But that's because he has no teeth, the poor old.","والاكين راه حيت ماعندو سنان, مسكين.","The donkey is alive but he doesn't have teeth, poor thing."
"I've got almost all my teeth, I'm lucky!","مازال عندي سناني كاملين تقريبان, هامدولّاه!","I still have all my teeth, thank God!"
"Plus, they have good cakes.","أُ من لفوق, عندهوم كيكات لداد.","From above, they have delicious cakes."
"By the way, I hope you didn't invite Rachid.","فكّرتيني, كانتمنّا ماتكونش عرضتي علا راشيد.","You reminded me, we hoped you wouldn't have shown up at Rashid's."
"I'm warning you, it's Rachid or me.","هاني كانعلمك, إمّا راشيد إمّا أنا.","I will teach you, either Rashid or me."
You know without her dog she won't come,راك عارف ماتقدرش تجي بلا كلبها,You know you can't come without her.
"You did say you liked rabbits, didn't you?","ڭولتي عزيز عليك قنيات, ولا اللا?","You are precious to me, aren't you?"
I'll take the basket if it's full!,غادي ناخد السلّا إلا كانت عامرا!,We will take the bus only if it's full!
Ooh I even have some gloves!,وه أُ عندي حتا شي صبّاعات!,"Wow, I even have some blisters!"
I'll warm myself with your scarf!,غادي نسخن راسّي بل فولار ديالك!,I will warm my head with your scarf!
My company is bi-located.,شاريكا ديالي كاينا ف جوج بلايص.,My business partner is in a couple of meetings.
You should ask for a glass of cola.,خاسّ تاخد شي كاسّ ديال كوكا.,He refused to take a glass of Coca-Cola.
"You wouldn't mind paying for me, would you?","ماشي موشكيل عندك تخلص عليا, ياك?","It's not a big deal for you to finish it, right?"
She'll bring you a glass of water.,غادي تجيب ليك كاسّ ديال لما.,I will get you a glass of water.
It's been a while since we've been in the air.,شحال هادا أُ حنا ف سما.,How high are we in the sky.
I think I'm gonna have to switch places...,كايبان ليا غادي يخصني نددّل لبلاصا...,It seems like he's going to take me to the place...
What do you think you know exactly?,أشنو كايحساب ليك كاتعرفي ب ضبط?,What do you think you are calculating accurately?
I know that's not true.,أنا عارف أنّا هادشي ماشي بصّاح,I know that this is not right.
It was so that we could be together.,كان هادشي باش نكونو معا بعضيياتنا,This is so we can be together with our loved ones.
I think we're going to end this meeting now.,كايبان ليا نساليو هاد الليقاء دابا.,It seems to me that we should ask about this meeting now.
No I dont have a compass or a map.,اللا ماعندي لا باوصالا لا خاريطا.,I don't have neither a compass nor a map.
I could try my phone - but there is no reception.,نجرب تيليفون - والاكين ماكاينش ريزو.,Let's try calling - but the phone is not ringing.
I thought you were taking the compass...,حساب ليا راه خديتي معاك لباوصالا...,Calculate for me if you took the receipt with you to the bus station.
"No, you said you were taking the compass.","اللا, ڭولتي غادي تاخد معاك لباوصالا.","No, you said you will take the bus with you to the airport."
"We'll have to hurry, it's getting dark already","غادي يخصنا نزربو, بدا كايطيح ضلام","We should hurry, it's getting dark."
"You look a little worried, are you ok?","كاتبان شويا فشكل, واش نتا بيخير?","You look a bit tired, are you okay?"
It's the only game I know!,هادي هيا اللعبا لواحيدا لي كانعرف,This is the game for the one who knows.
You just have to trust the anaesthetist,ماتقدر إلّا أنّاك التيق فل بنّاج,You can only taste the authenticity in traditional dishes.
That will give you something to rest for.,هادشي غادي يعتيك بعدا علاياش تساراح.,"This will give you a headache, so why bother with it."
I can't just lie by the pool.,مانقدرش نبقا ڭالس حدا لا پيسّين.,"I can't be dependent on anyone, nor on money."
Don't you have a book or crossword puzzles?,ماعندكش شي كتاب ولا شي شاباكا?,Don't you have any books or a backpack?
Don't you want to take a little hike?,مابيتيش تمشي تضرب طلعا صغيرا لجبل?,Don't you want to go for a hike and climb a small mountain?
So you want to stay here again?,إدان بيتي تبقا ڭالسّ هنا تاني?,Will my house still be here when I come back?
I feel like you don't give a shit about my mind.,كانحسّ أنّاهو نتا مامصووّقش ل دماغي.,I feel like you're not listening to me.
Thank you for listening to me for once!,شوكران أنّاك سمعتي ليا مرّا وحدا!,Thank you for listening to me once!
I'll have a cup of tea please,غاناخود واهد كاس ديال أتاي عافاك,"He will take a cup of tea, please."
I'll have a glass of water please,غاناخود واهد كاس ديال لما عافاك,Please pass me a glass of water.
There are some apples in the refrigerator,راه كاين شي تفّاحات ف التلّاجا,There are some apples in the fridge.
Are you going to take a plane or train?,واش غادي تاخود طيّارا أُلا تران?,Are you going to take a plane or a train?
How many people do you have in your family?,شحال ت الناس عندك ف عاإلتك?,How many people are in your family?
Where did you work before you worked here?,فين كنتي خدّام قبل ماتخدم هنا?,Where were you working before you started working here?
He said you like to watch movies,ڭالّيك عزيز عليك تفرّج فل أفلام,"I advise you, dear, to watch some movies."
Can you do me a favor?,واخا الدير فيا واهد ل پليزير?,"And what do you want me to do, please?"
Are you allergic to anything?,واش فيك لحاساسيا ديال شي حاجة?,Are you feeling sensitive about something?
Do you know where I can get a taxi?,واش عرفتي فين نقدر ناخود تاشي?,Do you know where we can get some tea?
Do you like your co-workers?,واش كايعجبوك الناس لي خدّامين معاك?,Do you like the people who work with you?
Is anyone else coming?,واش كاين شي واهد أخور جاي?,Is there a brother coming?
Will you put this in the car for me?,واخا تحطّ ليا هادي ف طوموبيل?,Can you put this in the car for me?
How long have you worked here?,شحال هادا باش نتا خدّام هنا?,How long have you been working here?
How many hours a week do you work?,شحال من ساعا ف السيمانا كاتخدم?,How many hours do you work in a week?
What time do you go to work everyday?,معاياش كاتمشي ل خدما كولا نهار?,Do you go to work every day?
Do you think it's going to rain tomorrow?,واش كاتضنّ غادي طيح شتا غدّا?,Do you think it's going to rain tomorrow?
He said this is a nice place,ڭال هادشي ف واهد لبلاصا زويونا,Let's go to that place we talked about.
I'll talk to you soon,دابا نهضر معاك من دابا شويا,Now I'm talking to you for a little while.
I still have to brush my teeth and take a shower,باقي خسّني نغسل سناني أُ ندووّش,I still need to brush my teeth before making a sandwich.
That car over there is mine,ديك توموبيلا اللي لهيه راه ديالي,That car belongs to me.
This lift is often breaking,هاد لماسعاد كايخسر بزف ديال لمرات,This player always loses in card games.
"Hello, yes I'm feeling very anxious.","سالام, أه كنحس بلي مقالاق بزف.","Hello, I feel like I'm walking on clouds."
It's not bad and varied as work!,ماشي خايب أُ مختالف بحال لخدما!,"Not a loser, just different like everyone else!"
"It's pretty cool in every day, it's true.","هوّا زوين كول نهار, هادشي سحيح.","The weather is nice every day, that's true."
This is my first time flying.,هادي أوال مرا غادي نتير فيها.,This is the first time I'm going to swim in it.
How can you be so sure?!,كيفاش قدرتي تكون متأكد لهاد داراجا?!,How did you manage to be sure of this Darija?!
I'll have to try and remember it from when I was younger,غادي نجارّب نتفاكّار منين كونت سغير,We will try to remember where we used to play when we were young.
And here even there's nothing?,أُ هنا واخا ماكاين حتا حاجا?,I'm here and there's nothing at all.
"Especially Sttati, he's my favorite.","خاساتان صتّاتي, هوا أفدال واهد عاندي.","He is my best friend, he always supports and understands me."
"If you move in here, we could live together!","إلا نتاقالتي لهنا, نقدرو نعيشو بجوج!","If we stay here, we can live happily!"
"By the way, I hope you didn't invite Ihsan.","بلموناسابا, كانتمنّا تكون ماعردتيش علا إهسان.","In Monastir, we used to be friends but you didn't respond to my messages."
"I'm warning you, it's her or me.","أنا كانحدراك, راه هيا أُلا أنا.","I'm warning you, she's not like me."
You should ask for a glass of wine.,خاسك تساول علا كاس ديال شراب.,You should ask for a glass of juice.
And thank you for the chocolate bar,أُ شوكران علا طرف ديال شوكولاتا,Thank you for the chocolate truffle.
Maybe I don't like flying after all,إمكن ماكايعجابنيش تاياران من هادشي كولّو,Maybe I don't like seafood at all.
"Ohlala, I don't recognize this place at all.","أُهلالا, مابقيتش كانعرف هاد لبلاسا ڭاع.","Oh, I didn't know about this place at all."
Yes I'd say that's a lion.,أه أنا كانڭول بلي هادا سبع.,"Oh, I heard that this is a secret."
Unfortunately my typing is bad,لسوء لحاد لكتابا ديالي خايبا بازاف,"Unfortunately, most of my books are missing."
So here we are at the edge of the cliff,إدان حنا كاينين فلحافا ديال لجارف,We are currently in the desert of Laayoune.
"I can make glassworks, too, if you want.","نقدر نڭاد زاجا, تاهوا, إلا بغيتي.","We can negotiate anything, except for what you want."
The problem is there may be several James!,لموشكيلا إقدرو يكونو بزاف ديال جامس.,Not everyone can be very good at games.
This is exactly the vacation I wanted.,هادي بدّبط هيا لعوتلا لي بغيت.,This is exactly what she said she wanted.
"A swimming pool, sun and nothing else.","پيسسين, شامش أُ التا حاجة خرا.","Pissing, the smell of it is really bad."
And those kids keep splashing me!,هاد دراري سغار باقي تيلوحو عليا!,These small birds keep chirping at me!
"You can go if you want, and you come back for me","تقدر تمشي إلا بغيتي, ورجع ليا","You can go wherever you want, and come back to me."
I can't read when the pages are wet.,ماكانقدرش نقرا منين كايكونو صافحات ساردين,"I couldn't read where they were standing, it was as crowded as sardines."
Get me another pool in town.,جيب لييا پيسين أخور ف لمادينا,Bring me some money from the store.
"I'm old, and all my bones ache","أنا شارفا, أُ ڭاع عدامي كايدرّوني","I'm almost there, they're waiting for me outside."
I still have money left from my birthday,باقي عندي لفلوس من عيد ميلادي,I still have some money left from my birthday.
I thought you hurt all over?,صحابني بيلا نتا مقسّح فڭاع لبلايس,"My friends, you are not allowed to park here."
"When people get drunk, they won't care about my teeth","منين كايسكر بنادم, ماغايهتمش ب سناني","Wherever a person is from, they won't care about your teeth."
"So, what brings you here today?","إوا, شنو لي جاباك لهنا ليوما?","Hey, what brought you here today?"
What happens in these dreams of yours?,شنو كايترا فهاد ل أحلام ديالك?,What are you experiencing in these dreams of yours?
Can you perhaps describe your latest dream?,واش مومكين توصف أخير حولم ديالك?,Is it possible for you to describe your last dream?
I believe the grandfather of the little mermaid too,كانأمان بجاد حورييات ألبحر ساغيرا تاهوا,The sea mermaids' beauty captivated him.
You mean that he's there too?,كاتقسد أناهو حتا هووا كاين تمّا,He's so stubborn that even the wind is there.
Maybe the eggs are from huge fish.,إمكن لبيض من حوتا كبيرا بزاف.,It is possible for a whale to lay a very large egg.
I've pressed it but we are still not moving.,راه واراكت عليه والاكين مازال مكانتحاركو.,"He ran after him, but the others were still standing there."
I'm gonna have to complain to the technical service!,غادي إخاسّني نقادام شاكوا لخيدما تيقنيا!,He will help me with the complaints about the services for sure!
"Well, my phone doesn't work in the damn box!","أودي, تيليفوني مخدّامش فهاد لبواطا تلحبس!","Oops, my phone doesn't work in this potato field!"
You need to get a better phone,نتا خاساك تدبّر علا تيليفون حسن,You should check your phone settings.
It is moving now and here is floor two.,راه كايتحراك دابا أُهنا ليطاج التاني.,He is moving now from one place to another.
"Hello Sami, how are you today?","أهلان صامي, كيفاش راك دايار ليوما?","Hello, are you fasting? How are you doing today?"
"Unfortunately, the moisture is playing tricks on me","لسوء لحاد, روتوبا كادير لقوالب معايا","Unfortunately, the laptop is not compatible with the templates I have."
and my arthritis makes me suffer terribly,أُ لتيهاب لمافاسيل ليعاندي كرفسني بزاف,The taxi driver who passed by me was very rude.
"I have a lot of water, though.","واخا هكاك, عاندي بازاف ديال لما.","And even so, I have a lot of work to do."
We should never have left the roads.,ماكانش خاسنا نبعّدو علا تريق ڭاع.,We shouldn't have distanced ourselves from each other.
An elevator failure is never the time!,إخسار السانسور عمّرو كان لواقت لموناسيب!,The abolition of censorship has always been a victory for freedom of expression!
I'd actually rather present my pitch directly to you.,فلواقيع كانفادال ندير لعارد ديالي قدامك.,"In situations like this, I always put my friend's interest before yours."
Please don't take this the wrong way.,عافاك ماتاخودش هادشي ب تاريقا غالات.,Please don't take this thing to heart.
What sort of good time did you have in mind?,أشمن وقت زوين ليكنتي كاتفاكر فيه,What time did you used to think about?
"Open-minded, perhaps, but in a very confined space.","ماتفاتاح, مومكين, والاكين فبلاسا دايقا بزاف","Closed, not possible, and those in the plaza are always very busy."
I'd prefer a stubborn spirit in an open space.,كانفادل روح عانيدا ف فاضاء لمافتوح,I need to go shopping when the store opens.
I don't think it's a matter of time.,ماكاندنش بيلا راه ماسألا ديال لوقت.,He didn't come because he had a busy schedule.
It deserves to spend millions of dollars to protect us,كايستاحاق لملاين ديال دولارات باش ياحمينا,They deserve millions of dollars to protect us.
"Oh, my God, you're really something.","أُه, ياربي, نتا بسّاح شي حاجا","Oh my God, you're really good at something"
I once won Mr Universe,راه واحد لمرا رباحت ساييد لكاون,There is a woman who won the lottery.
"Modest and proud of it, obviously.","متواداع أُ كانفتاخر بيها, بكول ووضوح","Don't worry, I am proud of it, I say it openly."
