eng,darija_ar,transl
There is no point being grumpy at home,ماكاينا التا معنا تبقا تنڭور ف الدار,We don't have anyone to stay as a lizard at home.
And I had to explain the rest of the day.,أُ كان خسّني نفسّر لكمالا ت النهار.,He used to explain everything perfectly during the day.
I will see you later and you can tell me what you've found,أنشوفك من بعد أُ ڭولّيا أش لقيتي,"See you later, tell me what you found."
I think i can hear someone calling from above us,إمكن كانسمع شي حدّ كايعييّط من لفوق,Maybe I can hear someone shouting from above.
then we can eat somewhere in town,من بعد نمشيو ناكلو فشي بلاصا فلمدينا,"After we walk, we eat at a place in the city."
"Okay, but I'd like to rest for a few more minutes.","واخا, والاكين ماكرهتش نزيد نرتاح واهد شويا.","And, if you don't mind, I don't want to add more stress and just relax a bit."
And you think we can run into other animals?,أُ كايبالّيك نقدرو نتساطحو معا شي حاياوانات?,Can we go hiking together?
Do you think this is from my childhood?,واش كاتضنّ هادشي جاي من الطوفولا ديالي?,Do you think this comes from my childhood?
Is there anything else you wish to ask me?,كاينا شي حاجة خرا بغيتي تسوّلني عليها?,Is there something really bad you want to tell me about?
"Now, tell me, why have you come to see me this afternoon?","دابا ڭولّيا, علاش جيتي تشوفني هاد لعشيا?","Now tell me, why did you come to see me this evening?"
she ate three frogs and two snails,كلات تلاتا ت الجرانات أُ جوج بربّوشات,She ate three plates of couscous with meatballs.
"Careful, there's roots everywhere","ردّو لبال, راه كاينين الجدورا فينمّا مشيتي","Pay attention, there are roots everywhere you walk"
"I know, I haven't got the best shoes on for this kind of terrain","عرفت, ماهزّيتش أحسان صبّاط لبحال هاد لبلايص","I knew, I didn't find better slippers than these at this store."
"Ah, I feel like you can see the river below","أها, كانحسّ بحالا تقدر تشوف لواد لتحت","Oh, I feel like you can see through the bottom."
Perhaps I just need a good holiday?,إمكن إلا خاسّني هير شي عوطلا مزيانا?,Can you show me a good place to eat around here?
What made you want to put your shoes in the oven?,شنو اللي جعلك بغيتي تحتّ سبّاطك فلفرّان?,What made you want to put yourself under your shoe in the oven?
Can you recommend a good diet doctor please?,تقدر نتصحني بشي دوكتور ت الريجيم لايخلّيك?,Can you recommend me a diet doctor who won't let you down?
"But you can do it to him, he's used to it","والاكين تقدر تديرها ليه, هوا راه مولّفها","But can you handle it for him, as he's the one who composed it."
this consultation has been worth every penny,هاد لستيشارا كاتستاحقّ كولّا درهم التعطا فيها,This restaurant is worth every penny spent in it.
Has anything special happened to you lately?,واش وقعات ليك شي حاجة فشكل موءخاران?,Did something unusual happen to you in the form of a coincidence?
And they like being fed anyway,أُ راه كايعجبهوم توكّلهوم كيما كان لحال,He likes to rely on them as he used to do alone.
I think it deserves a lot more points than that,تانضنّ كاتستاحقّ نوقات كتر بزّاف من هادشي,You think you deserve much more than this
There must be other teachers who don't play golf,غايكونو شي أساتيدا خرين اللي ماكايلعبوش لڭولف,There will be some other teachers who don't play golf.
"After that, I've been living in Zagora for years now.","موراها, كنت عايش ف زاڭورا سينين هادي.","Actually, I lived in Zagora for years."
Did you ask that good looking professor?,واش سوّلتي داك ل وستاد ل بوڭوس?,Did you ask that at the Bouguos Stadium?
"Right now, you're the first person I've been in contact with","دابا, نتا شاخص اللوول لي تواصلت معاه","Now, you are the first person I have contacted."
"Yes, it's true that bike rides are very vulnerable in the city!","أه, بصّح أنّا الصوڭان تلپيكالا خاطير فلمدينا!","Oh, indeed, the scorpions are dangerous in our city!"
I would not be a good chef if salt was necessary!,ماغانكونش شف واعر كون كانت لملحا ضاروريا!,I won't be able to see a movie if there was salt necessary!
"No, I ate it on the way here.","اللا, كليتها فطريق فاش كنت جاي لهنا.","No, I ate it on the way when I was coming here."
I just got a pack of cigarettes.,عندي هي واهد ل باكيا تل ڭارّو.,I have a gift for you from the market.
Didn't you say you had pets at home?,علاه ماڭلتيش ليا عندك حاياوانات ف الدار?,Why didn't you tell me you have pets at home?
It's true that we spend too much time watching TV,كاينا كاندووّزو بزّاف تلوقت كانتفرّجو ف تلفازا,There are a lot of reality shows that people watch on TV.
"Hold on, I've only just put the water on for the pasta.","تسنّا, راه يالّاه درت لما ل شعريا.","Wait, oh my God, I just did my hair."
"I said rice for fun, I meant desserts!","ڭلت الروز هي بدّحك, كنت كانقصد الديسير!","I thought the rose was for you, turns out I meant the dessert!"
I'd like to hang out in the sun just a little longer,ماكرهتش نتسركل شويا فشمش واهد شويا مازال,I didn't hate to relax a bit in the sun and breathe a little more.
"Well, I don't have too much energy right now","أودي, راه ماعنديش بزاف ت الطاقا دابا","I'm sorry, I don't have much energy right now."
You're just jealous because I'm better than you.,نتا هي كاتغير حيت أنا حسن منّك.,You are changing because I am better than you.
And can you tell the waiter that?,أُ واش مومكين تڭول ل سرباي هادشي?,Can you tell me how to do this?
Have you thought about a list of guests?,واش فكّرتي ف ليستا ديال ناس لمعروضين?,Have you thought about the guest list for the event?
Oh I just laugh quietly afterwards at them all.,أه راه ضحكت بتخبيا موراها عليهوم كولهوم.,"Oh, she laughed while hiding her feelings from everyone."
"Otherwise, you saw, the sun is back!","حاجة خرا, واش شفتي, شمش راه رجعات!","Something terrible, did you see, the sun has set!"
How would you like to go out in the park in the next few days?,كيفاش بغيتي تخرج لجّردا فاهد ليامات الجايّين?,How do you plan to go out to the countryside with all the upcoming exams?
The customers have been bothering me all the time.,لكليان كانو مبرزطين ليا راسّي لوقت كولّو.,Both of them were staring at my head the whole time.
"Besides, a child came and insulted me!","زيد عليها, واهد لبرهوش جا أُ سبّني!","Add to it, and tell the fool that he's messing with me!"
A nice bottle of water sounds good.,شي قرعا مبرّعا ديال لما تاتبان مزيانا.,A ripe pumpkin shows its goodness when it's cut open.
"On my side, I'm gonna cook a great tagine!","من جيهتي, أنا غانطيّب شي طاجين خاوار!","From my side, I'm going to cook a delicious tagine!"
I think it's time to start over,كانضنّ هادا لوقت باش نبداو من جديد,I think it's time to start over.
Try a piece of our best steak.,جرّب شي طرف من أحسان لحم عندنا.,Try a piece of the delicious meat we have.
Or we could just press the alarm button.,أُلا غي نورّكو علا لبوتون ديال لالارم.,Don't forget to turn off the lights of the car.
I don't have the number of anyone who can help us.,ماعندي نمرا ديال التا واهد إقدر إعاونّا.,"I don't have the phone number of Taouahd, I can help."
"I hate being late, too, but I guess there's nothing we can do about it.","ماكانحملش نتعطّل تانا, والاكين كانضنّ ماعندنا مانديرو.","I couldn't bear to break down again, and I thought we had nothing left to do."
"Yeah, this meeting here, it's gonna be hard to set up","وايه, هاد لجتيماع هنا, غايكون صعيب نديروه","Yeah, this meeting here is going to be difficult to handle."
Then you'll pack your boxes and leave tonight.,من بعد غاتجمع حوايجك أُتمشي هاد الليلا.,"After you gather your things, we'll go for a walk tonight."
Did you bring anything to make a fire with?,واش جبتي شي حاجة باش نشعلو لعافيا?,Did you bring something to light the fire with?
"Well, I'm going to lie down and look at the stars.","موهيم, أنا غادي نتجبّد أُنشوف ف النجوم.","Sure, I'm going to stargaze."
Or we could be lost here forever.,أُلا ڭاهدي نتوضّرو هنا إلا ل أباد.,We only come here to relax.
Chop them now and I will get them ready for you.,قطّعهوم دابا أُ أنا غادي نوجّدهوم ليك.,I'll find them for you now.
The rest of the vegetables is ready for serving.,لباقي ديال لخضرا راه واجدا باش تحطّ.,The rest of the greenery is too much to handle.
how do I get to the American Embassy,كيندير باش نوصل ل السيفارا ديال لميريكان,I'm trying to get to the American consulate.
I'm going home in four days,أنا غادي ل الدار من دابا ربعيّام,I'm going home in about fifteen minutes.
what time are you going to the bus station?,أشمن وقيتا غادي ل بلاكا ت توبيس?,What time are you going to the market?
Let's see if anything happens quickly.,نشوفو إلا ترات شي حاجا ب زربا,Let's see if we can find something interesting in the market.
"Okay, we talk, we talk, but we're still stuck.","واخا, كانهضرو, كانهضرو, والاكين هاحنا مازال واحلين","They talk, they talk, but we are still the best."
I'm gonna push the backup button.,غادي نورّك علا ل بوطون ديال سوڤڭارد,I will guide you to the garden's fountain.
I ve also tried my phone but that is not connecting,جرّبت ب تيليفوني ساعا تاهووا مافيهش رسو,"I tried my phone for an hour, but there was no signal."
I'll be all alone in a strange country.,أنكون بوحدي ف بلاد ماكانعرف فيها تاواحد,Being alone in a country where I don't know anyone.
You look like you know the outdoors better than me.,بان ليا راك عارف لخارج حسن منّي,It seems like you know the outdoors better than me.
What other parts of the program seem to be difficult?,أشمن حوايج خرين فل موقرّار كايجيوك صعاب?,What kind of things do you find difficult in the workplace?
There's some more advanced software in the field.,كاينين شي پروڭرامات مجهدين ف هاد ضومين,There are some hardworking programs in this domain.
My favourite water bird is the swan.,أحسان طير ديال لما عندي هووا لوز,The bird's flight when I have a walnut shell
It protects me from social media intrusion.,كايحميني هادشي من لفدول فلي ريسو صوصيو,They protect me from the chaos in the rest of the world.
"But I also do Web development, it pays the bills.","والاكين كاندير حتا دڤلوپمون وب, فيه السرف","Even though I can handle development and all, there's a limit."
"i'm sorry, i'm just not used to being in a plane.","سمح ليا, غير مامولّفش نركب ف تييارا.","Excuse me, I'm not used to riding in a Tiara."
"You know, the length doesn't change anything!",عرفتي أنّاهو طول ديال ريحلا ماكايبدّل والو.,You know that the length of a journey doesn't change.
The weather is so nice I fancy taking a day off,"لجوو زين, كايبان ليا أنّاخود شي كونجي.","They look good, it seems like I'll take a selfie."
Besides the weather might break,أُ من فوق هادشي لجوو يقدر يخسر.,Anyone who tries this can lose.
I want all of the students to benefit from your expertise.,بغيت ڭاع تلامد يستافدو من لخيبرا ديالك.,I want them to learn and benefit from your experience.
I'm not interested in child songs.,ماعندي ماندير بل أغاني ديال الدراري الصغار,I don't have time to listen to children's songs.
We'll see if you have so much on the next exam!,دابا نشوفو واش أيبقا هاكّا فلمتيحان الجاي!,Now let's see if it stays that way in the next exam!
"I am ok, I find some of the other residents a bit annoying","بيخير هامدولّاه, جاوني بزّاف ديال سوكّان مراد","He's doing well, a lot of people came to visit me in the neighborhood."
I can bring you some cookies if you want!,نقدر نجيب ليك شي كوكيزات إلا بغيتي!,We can get you some cookies if you want!
The food though is not very good.,لماكلا من جيها خرا ماشي شي حاجا.,Just because she's coming doesn't mean anything.
last week we had a trip to Windsor Castle.,ديك سيمانا مشينا ل لقلعا ديال ويندسور,Last week we went to Windsor Castle.
"I know, but who's fault is that?","عرفت, والاكين شكون مول لفالطا ف هادشي?","I knew, but who is the boss in this?"
In any case the weather in Marrakech is wonderful.,ف جاميع لحالات لجوو ف مرّاكش زين.,"In all cases, they enjoyed themselves in Marrakech."
It will take a minute to squeeze the orange juice.,غادي يخصني داقيقا باش نعصر ليك الليمون.,I'll be back in a few minutes to squeeze the lemon for you.
The art gallery is just a hundred metres from the cafe.,لمعريض بعيد ب مييات ميترو علا لقهوا.,"He lives far away, about hundreds of meters from the cafe."
"And here, there's everything you need!","أُ هنا, كاين ڭاع داكشي لي محتاج!","Hey, there's something that needs attention over there!"
"But you know me, I'm demanding on the kitchen!","والاكين راك عارفني, كانتشرّط بزّاف فل ماكلا!","And you, you seem to know me well, you must have a lot of experience in bargaining for food!"
What is your favourite meal that they make?,أشناهيا ل ماكلا لموفضالا ديالك لي كايصايبو?,What are the foods or dishes that you usually cook?
"My neighbor Kamal only eats bowls of soup, that's true.","جاري كامال كاياكّول غير صوبّا, هادي كاينا.","The neighbor's camel only eats hay, this one is different."
I can give Amina a shout to get the chair,يمكن نعييت علا أمينا باش تجيب لكورسي,Maybe I'll ask my friend to bring the chairs.
Oh wow you really do like Amina a lot!,أُه ووو عزيزا عليك هاد أمينا بزّاف!,"Oh, this is very precious to you, isn't it!"
You were always there to pick up the pieces,كنتي ديما حادرا باش تقاضّي ل أُمور,You always manage to handle things.
Are you going to invite a lot of people?,واش غادي تعرض علا بزّاف ديال الناسّ?,Are you going to meet a lot of people?
Unless we ask them to bring some with them.,ماعادا إلا ڭولنا ليهوم يجيبو شويا معاهوم.,Just tell them to bring some with them.
Do you not have lots of pets at home?,علاه ماعندكش لحاياوانات ل أليفا ف الدار?,Why don't you have any pets at home?
Especially since we don't have a tent to shelter us,خوصوصان حيت ماعندناش خيما اللي غادي تحمينا,Especially since we don't have a tent that will protect us.
We can make a little tea to warm up!,نديرو شي كوييسّ ديال أتاي نسخنو بيه!,Let's make a nice cup of tea to warm up!
I can't really find my purse with my eyes closed...,مايمكنش ليا نلقا بزطامي ب عينيا مسدودين...,I can't find my glasses with my eyes closed.
And there's always movies to change your mind.,أُ كاين ديما أفلام باش تبدّل لجوو.,There are always movies to change the mood.
"Be careful, I'm only your psychiatrist!","حدي راسك, أنا غير طبيب نفساني ديالك!","Mind your own business, I'm not your psychologist!"
Have you just been playing with me all this time?,واش كنتي كاتلعب بيا هاد لوقت كامل?,Have you been playing with me all this time?
"It's not a game, that's how therapy happens.","ماشي كانلعب, راه هاكّا كايكون لعيلاج أنّافسي.","He's not playing around, he's serious about being competitive."
Once we rach the road it will be easy.,غير نوصلو طريق غادي يكون هادشي ساهل.,"Once we find the way, this will be easy."
If we find the rocks we should be in the right place,إلا لقينا لحجر غادي نكونو فلبلاصا لموناسّيبا,"If we find the stone, we will be in the right place for the treasure."
"But tell me, you don't seem very stressed.","والاكين ڭول ليا, ماكاتبانش ليا مستريسّي بزّاف.","But tell me, she doesn't write to me much."
I ll get my cards out in a minute,غادي نجبد لكارطا ديالي من دابا داقيقا,I will continue my work in just a few minutes.
"Fatima, please let me worry about it, I want to rest.","فاطيما, عافاك خليني نفكّر فيه, باغي نرتاح.","Fatima, please let me think about it, I want to relax."
I will only stay quiet for 20 minutes.,غادي نبقا ساكت غير 20 داقيقا صافي.,"I will remain silent for only 20 minutes, that's it."
How about a compromise?,أش بان ليك ف واحد ل إتّيفاق?,What do you see in a TV show?
How many people do you think we can invite?,شحال ديال الناسّ كاضن أنّاهو نعرضو عليهوم?,How many people do you think we should invite?
He likes juice but he doesn't like milk,هووا عزيز عليه لعاصير والاكين ماكايحملش لحليب,"He values his car a lot, but he doesn't carry milk."
"There's a restaurant over there, but I don't think it's very good","كاينا واهد رسطورا لهيه, والاكين ماكانضنش زوينا","There is a unique story to her, and the one who doesn't think she's beautiful is mistaken."
How long have you been in Qasbat tadla?,شحال هادا باش نتا ف قصبات تادلا?,How much does it cost for you to be in Tadla's fields?
Does anyone here speak English?,كاين شي واهد هنا كايهدر بل أنڭلايس?,Is there anyone here who speaks English?
Do you know how to get to the Mansour Hotel?,واش عرفتي كيفاش نوصلو ل هوتل مانسور?,Do you know how to get to Mansour Hotel?
Were you at the library last night?,واش كنتي ف لمكتابا الليلا لي فاتّ?,Were you studying in the library last night?
Does it often snow in the winter here?,واش كايطيح تلج بزّاف ف شتوا هنا?,Does it snow a lot here in winter?
I need this to get there by tomorrow,أنا محتاج هادي باش نوصل تمّا غدّا,I need this in order to arrive there tomorrow.
Is this the bus to Koutoubia?,واش هادا طوبيس اللي تايدّي ل كوتوبيا?,Is this the bus that goes to Kotobia?
I'll have to ask Archibald to handle this urgently.,غادي إخسّني نتلاب أرشيبالد إصاوب هادشي بزربا.,I will improve myself to become like Archibald and achieve this goal.
I'm going to a seminar on the fear of the plane.,أنا أنمشي لنادوا علا لخووف من تايارا.,I go to the club out of fear of getting bored.
You're not talking about the Lithuanian?,نتا ماكادّويش علا هادوك لي من ليتهوانيا?,"You barely know anything about those from Lithuania, do you?"
Wouldn't a wolf whistle work better?,واش ماغاديش تخدم سفارا ديال ديءب حسان?,Are you not going to work at Hassan's uncle's embassy?
"Haha, there's no store like this.","هاها, ماكاينش حتا شي ماحال بحال هادا.","Haha, there isn't even a single thing like this."
I guess it saves you from being harassed.,كاندن بلي كايحميك باش ماتبقايش تعارّدي لموداياقا.,He's trying to protect you so you don't fall into depression.
I think I remember that the food is not very good.,كاندن أنّي تفاكارت بيلا لماكلا مازويناش بزاف.,I used to think about food a lot when I wasn't very busy.
"Not at all, you plan to move to Laguira","لا نيهاإيان, نتا كاتخاطاط تنتاقل ل لاڭويرا","No way, you're always talking about going to Agadir."
In any case the weather in Marrakech is wonderful,"علا كول حال, لجاو ف مارّاكش زوين","Everything is fine, they had a great time in Marrakech."
You want me to bring your juice in your bath?,بغيتيني نجيب ليك لعاصير ديالك لحامّام ديالك,You want me to bring you your hairdryer from your bathroom.
The art gallery is just a hundred metres from the bar,ماعريض لفانّي بعيد 100 ميتر علا لبار,"I can't see well, I'm 100 meters away from the bar."
And my son Jilali still helps out as much as he can,أُ والدي جيلالي مازال كايعاون شحالما قدار,My father Jilali is still helping as much as he can.
"but here, the cook can do very well!","والاكين هنا, الطياب إمكن إكون مازيان بزاف!","But here, the food could be really good!"
I don't have many friends except Mona...,ماعنديش بزاف ديال الصحابات من غير مونا...,I don't have many friends other than Mona...
"I thought I'd invite Assia, you know her.","كنت كانضن غادي نعرد علا أسّيا, كاتعرفها.","I thought I would go back to Asia, you know it."
So we ate the Rottweiler for my son's birthday,إوا كلينا روتّويلّر فعيد ميلاد ديال ولدي,We got a Rottweiler for my son's birthday.
I took it out of your bag whilst you weren't looking,خراجتها مان ساك ديالك ملي ماكنتيش كاتشوف,Her outfit is so nice that you wouldn't recognize her if you didn't see her.
It was so that WE could be together.,كان داكشي باش نقدرو نكونو معا باعدياتنا.,That's what we need to be together despite our differences.
pretending to want to know how my day was,كاتداهار بلي باغي تعراف كيفاش داز نهاري,She's insisting on knowing how my day went.
"in the dark, and through all that mud ...","فدلام, أُ فوست ڭاع هاد لغايس ...","Wow, I've never seen such a beautiful place before..."
"and look there's the rod, and the village.","أُ شوفو لهيه عسا, أُل ڤيلّاڭ تاهوا.","I see him over there, the villa is empty."
"Mother, please let me worry about it, I want to rest.","لواليدا, عافاك خاليني نتشووش عليها, بغيت نارتاح.","Please, leave me alone, I want to relax."
you're not able to take time to think about it,ماقادرش تاخود شوييا ديال لواقت تفكار فيه,You can't take a little time to think about it.
They think it's really funny to spray water at me.,كايسحاب ليهوم رشان لما علييا راه كايداحك,"He always smiles when he sees me, it seems like he's mocking me."
You could just lie back in the sun and relax!,قاقدر هير تكّا ف شامش أُ تهادن,I can't believe how beautiful the sunset is.
And we'd still get to go around town together!,أُ مازال نقدرو ندورو ف لمادينا ماجموعين!,We can still search for our lost belongings together!
Did you talk to the nurses and the doctor?,واش هدارتي معا لفرمليا أُ معا تبيب?,Are you arguing with the pharmacist or with the doctor?
I would prefer a large glass of wine thank you.,كانفادال كاس كبير ديال شراب شوكران ليك,"I need a large cup of sugary drink, thank you."
I also got your favorite jazz CDs.,جابت ليك حتا كضس ديال جازّ ليكايعجبوك,She even brought you a cup of tea that you like
Nothing that a visit to a night club wouldn't fix,حتا حاجا مشيا اللبار ماغادي تخلّيها مامساوباش,"Even a small thing, if left unattended, will not remain small."
"And if I get to sleep, I have strange dreams.",أُ إلا نعست كايكون عاندي أحلام غاريبا.,"When I fall asleep, I have strange dreams."
I move easily between rocks and seaweed,كانتاقل بسوهولا بين لحجار أُل أعشاب ألبحرييا,She will tell her to look for stones and seaweed.
It's not your fault you have strange dreams,ماشي لخاتاء ديالك حيت عنداك أحلام فشكل,Don't give up on your goals because you have potential.
It might help to understand the emotions behind them,إقدار إعاون أنّاك تفهام لماشاعير ليكاينا موراهوم,It would be helpful if you could understand the situations we are going through.
There's really no one else we can count on in this building!,صاراحاتان ماكاينش تاحد ليتعاوال عليه فهاد لعيمارا?,There are no more trustworthy people to rely on in this situation?
What if I sing you a song to calm you down?,أشبان ليك نغنّي ليك أُغنيا باش ترتاح?,What song can I sing to you to make you feel better?
"The weather is so good, I hope it's not too bad!","لجاو مزيان بزاف, كانتمنا مايكونش خاياب بزاف!","They came back really well, we hoped they wouldn't be too tired!"
He reminded me of that party we had last year,فكّرني ف لحفلا لي دوّزنا لعام ليفات,Remind me of the party we attended last year.
how lovely it was to sit outside then,شحال كان زوين تڭلاس برا فداك لواقت,How nice it was to meet you today.
"Dear Imane, how has he been all this time?","لالّا إمان, كيفاش دووّز هاد لواقت كاملو?","No way Iman, how do we spend this whole time?"
"But I'm sorry, I'm going to have to leave you now","والاكين سمح ليا, غادي إخسّني نخليك دابا","If you allow me, I will improve to make you happy now."
I hope I can come and see you soon.,كانتمنّا أناني نقدار نجي أُنشوفاك فلقاريب لعاجيل.,I wish I could come see you nearby soon.
And I hope you get a respite from the arthritis!,أُ كانتمنّا باش تعافا من لتيهاب لمافاسيل!,I hope you recover from the flu quickly!
But this doesn't tell us where we are.,والاكين هادشي ماكايڭولش لينا حنا فين كاينين.,"But those things are not said to us, where are they found."
Do you have any idea where to go?,واش عنداك شي فيكرا علا فين غادي?,Do you have any idea where you're going?
Just get us anywhere it doesn't itch anymore!,غير وسالنا لشي بلاسا ماكاديرش لحاكا باقي!,"He just asked us for directions, he barely spoke at all!"
"No, I don't think we should aim at the pond.","لا, مكانضنش بلي أيخاسنا نتحرّكو ل الضايا.","No, it's not that we don't know how to move around in the wilderness."
Or maybe we could just get back to ourselves?,ألا إمكن لينا نراجعو ل أنفوس ديالنا?,Can we reflect on ourselves?
Or a megaphone that could help us?,أُلا موكابير ديال ساوت اللي إقدار إعاونا?,Do you have the South's coordinates that can help us?
"Yes, I could use my beautiful voice.","أه, إمكن ليا نخدّم صاوت ديالي زويين.","Oh, maybe I can work on improving my voice."
I may still pull out my phone and use Google,مازال نقدر نخراج تيليفوني أُنخدم ب ڭوڭل,I can still use my phone to access Google.
You can use Google Maps...,إمكان ليك تخدام ب لخاراإت ديال ڭوڭل...,You can use Google maps...
but I don't know how to pull out of an elevator down,والاكين ماكانعرافش كيفاش نخرج من سانسور خاسر,But I didn't know how to get out of the censorship maze.
I'm afraid there's very little I can do,أنا خايف مانقدارش ندير شي حاجة كبيرا,I'm afraid I won't be able to do something big.
I don't see any drawbacks to use the stairs,ماكانشوف تا موشكيل ف أنّاني نخدّم الدروج,We don't see each other until we finish working on the roads.
You look like you could do with using the stairs a bit more,كانضن يمكن ليك تستاعمال دروج كتار شوييا,I think you can use a little more strategies
"Yes, that is a conspiracy spread by firms that produce crackers and biscuits","أه, هادي موأمارا كايديروها شاريكات ديال بيسكويت","Oh, this promotion is done by biscuit companies."
"It could make a lot of fat, though.","واخا هاكاك, يقدار يساباب بزاف ديال دوهون","Even so, he can handle a lot of pressure."
But even among adults there seems to be dominant and dominant,حتا بين لكبار كاينين موهايمينين أُ موهايمانين,"Even among the elderly, there are those who are kind and those who are not."
"Yes, the more aggressive ducks get more food","أه, لباطّ لعودواني أكتار كاياخود خوبز كتر","Oh, my stubborn friend always takes more than he gives."
I thought it was totally mean and free,كان كايسحابني بيلا كان باسل أُ حور,He was charming me as if he was a prince of the fairies.
And of course the hawks come for the pigeons,أُ طابعان كاتجي الصوقور علا قبال لحامام,Two stamps are coming out of the mailbox to the post office.
"However, I doubt that the hawks are interested in turtles","واخا هكاك, كانشاكّ أنّا سوقور كايعجبوهوم لفكارن","And if that's the case, it seems like I'm a magnet for their thoughts."
Do you really want to waste the entire holiday here?,واش بسّاح بغيتي دايع لعوتلا كولها هنا?,Do you want me to guide you through all of this mess here?
Oh please can we do something else,أُه عافاك نقادرو نديرو شي حاجا خرا,"Please, let's see if we can do something else."
you know very well she can't walk that much,نتا عارف مزيان هيا ماكاتقدارش تمشي بزاف,"You know well, she can't walk much."
"Why not, but I'm still enjoying the pool.","علاش لا, والاكين مازال كانستامتاع ب لماسباح","Why not, the weather is still perfect for swimming."
I'll watch you do your laps,غادي نبقا نتفاراج فيك كادير دورات ديالك,I will be impressed by how you manage your tasks.
Anything but stay by the pool.,أي حاجا من غير نبقا حدا لاپيسين.,We can't do anything without being together.
"I read, I rest, I go out for a drink... and you?","كانقرا, كانرتاح, كانخرج نشرب شراب... أُ نتا?","I read, I relax, I go out to drink... and you?"
"It'll make him feel better, and it'll make him happy.","غادي يخاليه يحاس حسان, أُ تخاليه فارحان","He will let him feel good, or he will make him happy."
