eng,darija_ar,transl
it's up to you to define it.,نتا لي خسّك تعرّفو.,You're the one who knows him.
"Well, that's okay","صافي, شي باس ماكاين","Clear, there is no problem"
Carry on -I have to go now.,كمّل -خسّني نمشي دابا.,Let's go now.
"Yes, sir, no problem.","واخا أمولاي, ماكاينش لموشكيل.","Even if you try, there's no solution."
may God have mercy on your parents,الله إرحم ليك لواليدين,May God have mercy on your parents.
"Yeah, no problem.","أه, ماكاين التا موشكيل.","Oh, there's no problem at all."
Grab the bottle in your other hand,هزّ لقرعا فليدّ لوخرا,Shake the pumpkin to see if it's ripe.
Do you believe in god?,واش كاتأمن ب الله,Do you believe in God?
I'm gonna turn my phone back on,غانعاود نشعل تيليفوني عاوتاني,I will recharge my phone later
You really think so?,واش بصّح كاتفكّر هاكّا?,Are you really thinking like that?
He's coming to get us now.,هاهوا جاي إدّينا دابا.,He's coming to visit us now.
It's not even straight.,وا هووا ڭاع مامڭادّ.,He is a stubborn person.
It means it was well manufactured.,كايعني أنّاها تصنعات مزيان.,It means that it is well made.
Why were we so naive?,علاش كنّا نيّا وهدا?,Why were we fighting over this?
Is she expecting to see you?,واش هيا فراسها غاتشوفك?,Will she recognize you when she sees you?
"Anyway, the equations are useless.","موهيم, لموعادالات مالايقين لوالو.","Sure, uncertain appointments are not suitable for us."
"I have principles, I told you","عندي ماباديء, ڭلتها ليك","I have no idea, I'll tell you"
Even though I'm getting up late,واخا هاكّاك كانفيق معطّل,"Even so, the situation is complicated."
I'll do it next week,دابا نديرها السيمانا الجايا,Now we'll do it next week.
I couldn't find any on the way,مالقيت التا واهد فطّريق,I couldn't find the bus stop on the way.
I had a simple objective,كان عندي هاداف بسيط,I had a simple problem
I'll contact the team immediately.,غدي نتواصل معاهوم دابا.,We will contact them now.
I hope we can get out quickly!,تانتمنّا نڭودّو نخرجو دغيا!,We hope to go out today!
They've not been good lately.,ماكانوش مزيانين فهاد تاواخير,They were not good to each other until the end.
Anyway what do you suggest we do?,موهيم أش كاتقتارح نديرو?,What are you suggesting we do?
You've got a good strong voice.,عندي واهد الصوت مجههد.,I have a headache from the loud noise.
It's getting hot in here.,لقاضيا بدات كاتسخون هنا.,The weather is starting to get hot here.
It's good here to enjoy the sun!,مزيان هنا نتمتّعو بشميشا!,We are having a good time here with the barbecue!
The ones that cut through the jungle.,دوك اللي قاطعين لغابا.,They are cutting wood in the forest.
I haven't seen any of them.,ماشفت التا واهد فيهوم.,I haven't seen them since then.
I wouldn't dare accuse you of anything,مانڭدّش نتّاهمك بتّا حاجة,"Don't worry, I won't bother you about it."
You ask a lot of questions.,كاتسووّل بزّاف تل أسإلا.,She asks a lot of questions.
"Yes, I'm going to change doctors.","أه, غادي نبدّل الطبيب.","Oh, I'm going to change the doctor."
You're absolutely right,عندك صحّ ميّا فلميّا,Do you have a bottle of water in the bag?
Thank you for your advice.,شوكران علا الناصيحا ديالك.,Thank you for your advice.
Thank you for making it clear,شوكران حيت ردّيتيه باين,Thank you for giving it back.
We really need to get back,خاسّنا نرجعو فحالنا بلمعقول,"We should go back to our senses, reasonably."
I'd rather not think about it,حسن ليا مانفكّرش فيها,"I like her, I can't stop thinking about her"
"Listen, can you hear that noise?","تصنّت, كاتسمع هاد صداع?","Seriously, do you hear this headache?"
"He's good, isn't he?","لاباس عليه, أولا لا?","No problem, right?"
"No, I thought you had it","لا, سحابني كاينا عندك","No, my clouds are with you."
"Well, I can't find the map",إوا راه مالقيتش لخاريطا,He couldn't find the map.
I don't know why I did it.,أُلاه ماعرفت علاش درتها.,"Oh God, I don't know why I did it."
What sport would you like to practice?,أشمن ريادا تبغي تلعب?,Which game do you want to play?
But we often make a joke...,والاكين غاليبان تانديرو لموضحيكا...,The two brothers are going to the movies.
That's why the score is high...,هادشي علاش الناتيجا كبيرا...,This is why the result is significant...
"No, not really.","اللا, ماشي ڭاع هاكّاك.","No, it's not that one."
What would you like to do?,شنو اللي باغي تدير?,What do you want to do?
They'd need to be very close together,خسّهوم إكونو قراب لبعضيياتهوم,They are close friends.
So it's win win!,إدان هادشي رابيح رابيح!,"Whatever will be, will be!"
I love watching them bobbing about in the water!,كايعجبني نشوفهوم كاعومو فلما!,I enjoy watching them all in a movie!
Or is that too cruel?,أُلا داكشي خايب بزّاف!,That thing is very expensive!
Why do you think you deserve more?,علاش كاتضنّ كاتستاحقّ كتر?,Why do you think you deserve more?
Because I wrote 14 pages,حيت كتبت 14 لصفحا,I wrote 14 pages.
He plays basket ball with you?,كايلعب ل باسكيت معاك?,Do you play basketball?
Really we're about the same age.,صاراحا عندكوم نفس لعمر.,This morning you all look tired.
Your reputation isn't going to improve.,السومعا ديالك ماغاديش التحسّن.,Your attitude will not lead to improvement.
"Here, take some breadcrumbs.","هاك, خود تفرتيت تلخوبز.","Here, take the key to the cupboard."
Have you got some music that will be suitable?,وجّدتي شي موسيقا موناسيبا?,Did you find any suitable music?
I'm glad you could make it.,أنا فرحان قدرتي الديرها.,I'm happy I could do it.
"Yeah, that's too bad","وايه, هادشي خايب بزّاف","Wow, this is very disappointing."
Serving now chef,غانحطّ دابا أ شف,I will put it on now.
No milk chef,بلا حليب أ شف,"Without milk, please."
Have we got a milk-free sauce?,عندنا صوص بلا حليب?,Do we have sauce without milk?
"No, we don't have free sauce!","لا, ماعندنا صوص فابور!","No, we don't have vapor sauce!"
I'm a bit worried.,أنا خايف واهد شويا,"I'm scared, calm me down a bit."
A cat and two parakeets.,مش أُ جوج بابّاغاوات.,I don't have any watermelons.
But they're just ducks.,والاكين راهوم هي بطّات.,And those are ducks.
As long as you don't try to feed it,ألا مابيتيش تعتيه ياكول,"If you don't want it, give it to me."
Get some fresh air,خرج إضربك شويا تلبرد,Go out and take a walk to cool off.
"We know, but we keep going","كانعرفو, والاكين كانبقاو غاديين","I know, otherwise they would have left"
"5 minutes, sir.",5 دقايق أ مولاي.,"5 minutes, please."
You don't need to call me sir.,ماتحتاجش تعيّت ليا مولاي.,"You don't need to shout at me, sir."
we never served rice.,ماعمّرنا كنّا كانصاوبو الروز.,We never used to work on Sundays.
For five generations,ل خمسا تل أجيال,To the five generations
Have you seen table two?,واش شفتو طبلا جوج?,Did you see a pair of drums?
The couple of British tourists?,دوك الجوج سويّاح نڭالزا?,Did the tourists like Tangier?
Are we expecting a war?,واش كانتسنّاو شي حرب?,Are we expecting a war?
"Great idea, I'll change it.","فيكرا واعرا, دابا نبدّلها.","The car is old, now we will replace it."
Yes I've seen them. They will be a nightmare.,أه شفتهوم. غايكونو كابوس.,"Oh, I saw them. They will be a nightmare."
Where are you on dessert?,فين وصلتي ف الديسير?,Where did you reach in the dessert?
The desserts are in the refrigerator.,الديسير راهوا فل فريڭو.,The dessert is in the fridge.
"Hey, let's go and play tenis?","أهيا, نمشيو أُنلعبو تنيس?","Hey, shall we go play tennis?"
You can't be serious.,مايمكنش تكون كاتهدر بصّح.,She might not be telling the truth.
"Oh, I'll have a tajine, please!","أه, غاناخود طاجين, لايحفدك!","Oh, we're going to take the tajine, don't worry!"
We'll see about that!,دابا نشوفو معا هادشي!,Now let's see about this!
I don't even know what it is.,ڭاع ماعرفت التا أشناهيا.,I didn't know what to do.
We'll have plenty of juice,غايكون عندنا عرّام تلعواصر,We will have a barbecue at our place.
but if it's not a problem,والاكين ألا ماكاينش لموشكيل,The one who doesn't exist can't be replaced.
it's very nice to have thought of it.,مزيان ملّي فكّرتي فيها.,Great when you think about it.
"I'm really well, thank you.","بيخير هامدولاه, لهلا إخطّيك.","Thank God, I found you."
I told you you'd get used to it!,ڭلت ليك راك غاتولّفها!,I told you that you will forget it!
It was only a matter of time.,كانت هي مسألات وقت.,It was just a matter of time.
You needed company.,كان خسّقك شي رفقا.,He was mocking you.
"I agree, I was lonely.","متّافق معاك, كنت واحيد.","I agree with you, I was alone."
They think I am a bit extreme.,كايڭولو أناني شويا راديكالي.,He's expressing himself a bit radically.
What a lot of nonsense.,أش هاد كترت تخربيق.,What a mess you've made.
"That would be lovely, thank you.","ليوما غايكون غزال, شوكران.","Today he will be a gazelle, thank you."
how are things going,كي غاديا ل أُمور,Where are you going?
is everything ok?,واش كولشي هوا هاداك?,Is everything okay with that?
it costed 20 dhs,طلع ب 20 دهس,He left with 20 dirhams.
My day was awful.,نهاري داز كي الزمر.,My day went by quickly.
"Yeah, we can go out for lunch.","أيه, نقدرو نخرجو نتغدّاو.","Yes, we can go out to have lunch."
It tastes better now.,لماداق ديالو حسن دابا.,His car looks good now.
We can associate it with ice cream,إمكن نجمعوه معا لاڭلاس,Can we meet up with him in Las Vegas
Yes start again.,أه بدا مرّا خرا.,"Oh, he's really annoying."
He might get even sicker!,إقدر إزيد إمرض كتر!,I can't get any sicker!
You want me to love my mother?,بغيتيني نحبّ لواليدا ديالي?,Do you want me to love your parents?
"Uh, all right, if you want!","وه, مزيان, ألا بغيتي!","Wow, great, whatever you want!"
"Good luck, boss!",حاضّ ساعيد أ شف!,I will see you later!
"Besides, there's no water.","عاد زيد, ماكاينش لما.","Come on, there's nothing left."
"Come on, I'll press.","باراكا عليا, دابا نورّك.","Thank you, now it's your turn."
"Damn, I've haven't got any reception.","تفو, ماعنديش الريزو ڭاع.","No, I don't have the rice cooker."
No better than yours.,ماشي حسن من ديالك.,Not good from your side.
"You were in the sixth grade, too?","كنتي ف السادس, تانتا?","Were you in sixth grade, Tanta?"
"delays, what's that all about?","تءخير, أشنو هادشي تاني?","Wait, what is this again?"
Have you had a bad day?,واش دوّزتي نهار خايب?,Did you spend a boring day?
I just witnessed an accident.,يالاه حضرت لواهد لكسيدا.,"Wow, she really dressed up for the party."
I'm a little scared.,أنا خايف شي شويا.,I'm a little scared.
Are you scared of the dark?,واش كاتخاف من الضلام?,Are you afraid of the dark?
Anything could happen!,أيّ حاجة تقدر توقع!,Anything can happen!
Do you think that will happen?,واش كاضّنّ هادشي غايوقع?,Is this thing going to happen?
But where should we go then?,والاكين فين غانمشيو إدان?,Where are they going to eat?
Did you learn where to cook?,واش تعلّمتي فين الطيّب?,Where did you learn to be so kind?
I won't let that happen again.,ماغانخلّيش هادشي إتعاود عاوتاني.,I won't let this happen again.
be careful driving,ردّ لبال ف السوڭان,Pay attention to the monkey.
can you translate this for me,واخا الترجم ليا هادي,And translate this one for me.
I'll call you when I leave,غاندووّر ليك فاش نخرج,I will call you when we go out.
I'll come back later,دابا نرجع من بعد,Now let's go back later.
I lost my watch,تودّرات ليا ل ماڭانا,She gave me the keys
I need to go home,خسّني نمشي ل الدار,Let me go home.
I think it's very good,كانضنّ راه مزيانا بزّاف,I think he's very good.
I thought the clothes were cheaper,كان كايسحابني لحوايج رخاص,He was trying to sell me cheap stuff.
it's longer than 2 km,كتر من 2 كم,More than 2 kilometers
I've heard France is a beautiful place,سمعت فرانسا بلاصا زوينا,I heard France is very beautiful.
I've seen that before,شفت هادشي من قبل,I've seen this before.
please fill out this form,عافاك عمّري هاد لستيمارا,"Please, pass me this pen."
please take me to this address,عافاك الديني لهاد لادريسا,Please excuse me from this lesson.
thanks for your help,شوكران علا لموساعادا ديالك,Thank you for your help.
the book is under the table,لكتاب راه تحت الطبلا,The book is under the table.
about 300 kilometers,شي 300 كيلومتر هاكّاك,It's about 300 kilometers away.
can you repeat that please,واخا تعاودي هادشي عافاك,"When you repeat this, please."
do you have enough money,واش عندك فلوس كافيين,Do you have enough money?
do you want me to come and pick you up?,بغيتيني ندوز ليك نهزّك?,Do you want me to shake you up?
from here to there,من هنا ل لهيه,From here to there
have you been in Agadir,فايت كنتي ف أڭادير,When were you in Agadir?
how do I get there,كيغاندير باش نوصل تمّا,He is trying to reach the top
how long is the flight,شحال تلوقت ف الطيّارا,How did you find the flight?
I want to ask you a question,بغيت نسوولّك واهد سوأل,I want to ask you a question
is this pen yours,واش هاد ستيلو ديالك,Is this your pen?
the plane departs at 5,الطيارا غاتقلّع معا 5,The plane will take off with 5 people.
when did you arrive in Settat,إمتا وصلتي ل صتّات,When did you arrive at the station?
take this 10 dirhams,خود هاد 10 دراهم,Take these 10 dirhams.
do you have anything cheaper,عندك شي حاجة رخيصا,Do you have something cheap?
do you take credit card,واش كاتقبل كارت بانكاير,Are you accepting card payments?
how much money do you make,شحال كاتصووّر ت لفلوس,How much are you charging for the photos?
I need to practice my English,خسّني نتريني علا ل'انڭلايس,"Excuse me, can you wait for me in English?"
it's a quater past nine,هادي التسعود أُ ربع,This watch is quarter to nine.
there are many people here,كاين بنادم بزّاف هنا,There are a lot of people here.
what's the phone number,شناهيا نمرا ت تيليفون,What's the number of that girl's phone?
where can I buy tickets,فين إمكن نقطّع لوراق,Where can we cut the paper?
which one is better,شكون فيهوم اللي حسن,Who among them is the good one
it's half past 11,هادي 11 أُ نسّ,This is an 11-meter long rope.
it's less than 5 dhs,قلّ من 5 دهس,Tell me 5 things
it's more than 5 dhs,كتر من 5 دهس,More than 5 cars
it's really hot,وا سخون لحال نيت,He's feeling very hot.
my house is close to the bank,داري حدا ل بانكا,Tell someone to bring the bench.
outside the hotel,علا برّا ديال لوطيل,On the outside of the hotel
the book is behind the table,لكتاب راه مورا طبلا,The book is on the table.
the book is in front of the table,لكتاب راه ڭدّاب طبلا,The book is under the table.
the book is next to the table,لكتاب راه حدا طبلا,The book is on the table.
the book is on top of the table,لكتاب راه فوڭ طبلا,The book is on the bedside table.
can we sit over there,واش واخا نڭلسو تمّا,Are we going to eat now?
do you think it's possible,واش كاتعتاقد أنّاها مومكينا,Do you think we can't do it?
I'd like some water too please,بغيت شويا تلما عافاك,"I want a little bit of honey, please."
I'd like to buy something,بغيت نشري شي حاجة,I want to buy something
I'd like to rent a car,بغيت نكري شي طوموبيل,I want to rent a car.
I'll call back later,دابا ندوور من بعد,Now we move on.
my cell phone doesn't have good reception,تيليفوني ماكايشدّش الريزو مزيان,My phone doesn't connect to the Wi-Fi properly.
where is the closest restaurant,فين كاينا أقراب رستورا,Where is the nearest restaurant?
would you like water or milk,بغيتي لما أُلا لحليب,Do you want me to bring you some milk?
Do you do a lot of sports?,واش كادير رييادا بزّاف?,Is he doing a lot of entrepreneurship?
I am getting fed up now,تلعات ليا لقردا دابا,Bring me the monkey now.
"Yes, go ahead, we can try!","أيه, سير علّاه, نجربو!","Yes, let's go for it, let's try!"
"Look, my hands are shaking, too.",شوف يدييا كايترعدو تانا,"Look, my hands are shaking again."
I'm visiting a friend.,غادي نزور واحد الساديقا,I'm going to visit a friend.
Now that's a good idea!,دابا هادي فيكرا مزيانا,Now this is a good idea.
Start with simple questions.,بدا بل أسإلا لباصيتا,He started asking for her hand
You would do that for me?,تبغي دير هادشي معايا?,Do you want to do this with me?
Which is sort of true...,أُ هادشي كاين ساراحا...,This thing is valuable...
Isn't that cheating?,واش ماشي غش هادا?,Is this cheating?
What brings you here?,أشنو اللي جابك هنا?,What brought you here?
But it's true that babies are cute.,والاكين بسّاح لفراخ زوينين,The store sells beautiful chickens.
"The ducks are pretty, particularly the males.","لبط زوينين, خوصوصان الدكورا","The ducks are beautiful, especially the males."
I'm developing software for companies.,كانسايب لوڭيسيلات ل الشاريكات.,I'm going to the supermarket.
I specialize in artificial intelligence.,خانتخصص ف داكاء لسطيناعي,He specializes in industrial engineering.
"Go on, have fun!","سير, تبرّع معا راسك!","Go ahead, donate with your head!"
I remind you we're in college!,كاندكّرك أنّانا فلا فاك,I remember that we were in the park.
I see you have a lot of mind.,بان ليا دماغك ناشت.,You seem to be smart.
"Do listen, you might enjoy it.","تسنّط ليه, أيقدر يعجبك.","Give it to him, he might like it."
"No, of course.","اللا, ب طابيعت لحال.","No, by nature alone."
What a surprise to see you.,موفاجاأ هادي ملّي شفناك.,"Surprise, when we saw you."
I'm very well thank you.,أنا بيخير هامدولّاه شوكران.,"I am choosing the red one, thank you."
Do you go out once in a while?,واش كاتخرج مرّا مرّا?,Are you going out repeatedly?
I go out once a week.,كانخرج مرّا ف سيمانا.,He goes out once a week.
There are activities too.,كاينين حتا ل أنسهيطا.,There are even in Antarctica.
"You still playing the piano, I hope?",مازال كاتلعب لپيانو? كانتمنّا,Is he still playing the piano? We missed it.
I do the piano sometimes.,كاندير پيانو مرّا مرّا.,I can play the piano very well.
I hope you can come again.,كانتمنّا تجي مرّا خرا.,We hoped she would come once.
I've had a horrible day,داز عندي نهار مفلّس,He spent the whole day broke.
"Oh, my poor darling.",اللاه علا حبيبي مسكين.,"Oh God, my poor beloved."
He is on his last legs you see,عرفتي راه فياماتو اللخرا,You know he's lying
"Yes, but I never minded.","أيه, والاكين ماعمرني تسووقت.","Yes, I have never driven a car."
"Soon, we will not be poor anymore!","قاريبان, ماغاديش نبقاو فوقاراء!","Guys, we won't stay in the classroom!"
I told you to dress up.,ڭولت ليك لبسي مزيان.,I told you to dress nicely.
"He didn't used to be, you've spoiled him way too much!","ماكانش هاكّا, فششتيه بزّاف!","It wasn't like that, you misunderstood it a lot!"
See you in a bit,نشوفوك من دابا شويا,We'll see you in a little while
How would you like your coffee?,كيفاش بغيتي لقهوا ديالك?,How do you like your coffee?
What's interesting to see?,أشنو لي كاين مايتشاف?,What is not visible?
The art gallery is interesting.,لمعريض لفنّي فيه مايتشاف.,The exhibition features unique artwork.
Is it far from here?,واش بعيد من هنا?,Is it far from here?
"Hello my dear, it's been a while!","سالام حبيبي, غبورات هادي!","Hello my dear, how are you doing!"
"It's true, it's been a long time.","بسّاح, وقت تويل هادا.","Sure, take your time."
"Oh, yes, I can see that.","أييه, بان ليا هادشي.","Yes, I see this."
Maybe I should look into it,دابا نفكّر ف هادشي,Now we're thinking about this.
And meals are pretty good.,أُ لماكلا هنا مزيانا.,The food here is delicious.
"Oh yes, I remember that!","أيه, عاقل علا هادشي!","Wow, smart move!"
Let's go have some tea,يالّاه نمشيو نشربو أتاي,Let's go and have some tea.
Let's go to tea!,يالّاه نمشيو نشربو أتاي!,Let's go and have some tea!
That's not a very religious idea!,هادي فيكرا ماشي دينيا!,"This is a thought, not a religion!"
I can't stand the things!,ماكانقدرش نسبر ل داكشي!,I couldn't bear that!
Ok but it'll have to stay outside.,واخا والاكين تخلّيه برّا.,"Even if it's heavy, leave it outside."
No more horrible than Rex,ماشي خيب من رش,Not worth the effort
I thought you did...,كان كايحساب ليا عندك...,He was trying to reach me through you...
Do you really think so?,واش كاضن هادشي بسّاح?,Is this thing heavy?
And the light is absolutely splendid.,أُ الدو راإع بزّاف.,The food is very delicious.
I can see your bag.,أنا كانشوف صاك ديالك.,I can see your problem.
But why do you talk to me?,أُ علاش كاتهدر معايا?,Why is she talking to me?
"Everything's gonna be okay,","كولشي غادي يكون مزيان,",Everything is going to be fine.
It was absolutely delicious.,كان داكشي لديد بزّاف.,That thing was very expensive.
"Well.... Good morning, Doctor.","إوا.... سباح لخير, دوكتور.","Wow... Good morning, Doctor."
You finally split up with your boyfriend?,تفارقتي أخيران معا ساحبك?,"Did you break up with him, or are you still together?"
"He was my husband, but my friend?","كان راجلي, والاكين ساحبي?","Is he my man, or just a friend?"
Why do you think I left him?,علاش كايحساب ليك خلّيتو?,Why is he calculating as if you owe him something?
Playing with me... you... you...,كاتلعب بيا... نتا... نتا...,You are playing with me... you... you...
Do you have a compass?,واش عندك شي باوصالا?,Do you have a charger?
Does your phone have one?,واش تيليفونك فيه وحدا?,Does your phone have a charger?
"It's got GPS, it doesn't need a connection.","فيه ڭپص, ماكايحتاجش كونّكسيون.","It has a GPS, so it doesn't need a connection."
"But okay, let's go.","والاكين واخا, يالّاه نمشيو.","Let's go, my brother, come on."
Would distraction help?,واش يقدر أتّرفيه يعاون?,Can he afford to help?
They can't do anything about the turbulence!,ماعندهوم مايديرو ل إدطيرابات!,They don't know how to handle the situation!
What games do you like?,أشمن لعبات عزاز عليك?,What expensive toys do you have?
"It's very nice, you should try","زوين بزّاف, خاسّك تجرّب","Very nice, you should try it"
I don't like comics.,ماكايعجبونيش لكتوبا ديال أرّوسّوم.,I don't like the drawings of cartoons.
I won't say a word.,ماغادي نڭول حتا كلما.,I won't say a word.
If you want us to walk tomorrow,إلا بغيتينا نتمشّاو غدّا,"If you want, we can go for a walk tomorrow."
I know I'm really amazing.,عرفت أنا واعر بزّاف.,I know a lot.
I'll have an orange juice.,بغيت عاصير ديال ليمون.,I want a lemonade.
Oh you mean go out?,أُه بيتي تقصد نخرجو?,"Oh, do you mean we're going out?"
"I'm getting a little bored, aren't you?","جاني لمالال, أُ نتا?","I received the money, what about you?"
It's totally incomprehensible to me.,هادشي مايمكنش نفهمو أنا.,I can't understand this.
Then we have a dilemma.,إدان عندنا واحد لموشكيل.,We have a problem here.
Who's the wise man of the woods?,شكوناهووا لحاكيم ديال لغابا?,Who is the coach of the national team?
are you here alone,واش نتا هنا بوحدك,Are you here alone?
Can I bring my friend?,واش مومكين نجيب ساحبي?,Is it possible to bring my friend?
Do you know how much it costs?,واش عارف شحال كايسوا?,Do you know how much it costs?
Here's your order,هاهيا ل كومّاند ديالك,Here is your command
I'd like to call the United States,بغيت ندووّر ل ميريكان,I want to look for a job in America.
I only have 5 dirhams,يالاه عندي 5 دراهم,I have 5 dirhams.
Would you ask him to come here?,واخا تڭولّيه إجي لهنا?,When will you bring it here?
Would you like coffee or tea?,بغيتي قهوا أُلا أتاي?,Do you want coffee or tea?
Would you like something to drink?,بغيتي شي حاجة تشربها?,Do you want something to drink?
Would you like to watch TV?,بغيتي تفرّج ف تلفازا?,Do you want to watch TV?
Are you coming this evening?,واش غاتجي هاد لعشيا?,Are you coming this evening?
Are you free tonight?,واش مسالي هاد الليلا?,Is everything okay tonight?
Did it snow yesterday?,واش طاح التلج لبارح?,Did it snow yesterday?
Did you take your medicine?,واش خديتي الدوا ديالك?,Did you take your medicine?
Do you feel better?,واش كاتحسّ براسك حسن?,Are you feeling better now?
Do you have another one?,عندك شي وهدا خرا?,Do you have something specific in mind?
Do you need anything?,ياكما خاسّاك شي حاجة?,Did you lose something?
Do you study English?,واش كاتقرا ل أنڭلايس?,Are you reading in English?
Have they met her yet?,واش تلاقاو معاها بعدا?,Did you meet up with her later?
Have you done this before?,واش درتي هادشي قبل?,Have you done this before?
How long have you lived here?,شحال تلوقت عشتي هنا?,How did you find living here?
How many children do you have?,شحال ديال الدراري عندك?,How many chickens do you have?
How many languages do you speak?,شحال من لوغا كاتهضر?,How many languages does he speak?
I'll tell him you called,دابا نڭولّيه راه دووّرتي,Now I will tell him that you are looking for him.
I speak a little English,كانهدر شويا بل أنڭلايس,He speaks a little English.
Is your house like this one?,واش داركوم بحال هادي?,How are you guys doing?
"No, this is the first time.","اللا, هادي لمرّا اللووّلا.","No, this one is for the first lady."
What school did you go to?,أشمن مدراسا لاش كاتمشي?,Which school do you go to?
What's your favorite movie?,أشناهوا أحسان فيلم عندك?,Do you have a good movie to watch?
Where did you learn English?,فين تعلّمتي ل أنڭلايس?,Where did you learn English?
Who sent this letter?,شكون سيفت هاد الريسالا?,Who received this message?
Would you like to buy this?,واش واخا تشري هادا?,Are you going to buy this?
You speak English very well.,كاتهدر ل أنڭلايس مزيان.,She speaks English well.
Is the bank far?,واش ل بانكا بعيدا?,Is the bank far away?
What kind of music do you like?,أشمن نوع تلموسيقا كايعجبك?,What type of music do you like?
What's your favorite food?,أشناهيا لماكلا لموفضّالا عندك?,What are your favorite foods to cook at home?
Do you know where she is?,واش كاتعرف فين كاينا?,Do you know where it is?
Do you play basketball?,واش كاتلعب ل باسكت?,Are you playing basketball?
He needs some new clothes,خاسّو شي حوايج جداد,They bought some new things.
Would you like something to eat?,بغيتي شي حاجة ماتاكول?,Do you want something that you don't eat?
"Excuse me, what did you say?","سمح ليا, شنو ڭلتي?","Excuse me, what did you say?"
I think you have too many clothes,كايبالّيا عندك بزاف تلحوايج,He has a lot of homework to do
Please speak English.,عافاك هدر بل أنڭلايس.,Please speak in English.
"Sorry, I didn't hear clearly.","سمح ليا, ماسمعتش مزيان.","Excuse me, I didn't hear well."
What does this word mean?,شنو كاتعني هاد لكلما?,What does this word mean?
Did you send me flowers?,واش سيفطّي ليا لورد?,Is he going to betray me?
Do you sell batteries?,واش كاتبيع ل باتّريات?,Are you selling batteries?
I have one in my car,عندي وحدا ف طوموبيل,I have one in the car.
I made this cake,ڭادّيت هاد ل كيكا,I bought this cake
I'm self-employed,أنا خدّام عند راسي,I work for myself.
I still have a lot to do,باقي عندي بزّاف ماندير,I still have a lot to do.
It's very cold today,ليوما بارد لحال بزّاف,Today is very cold all by myself.
My watch has been stolen,تشفرات ليا لماڭانا ديالي,You betrayed me when I needed you
Where can I exchange dollars?,فين نقدر نصرّف دولّار?,Where can we exchange dollars?
Where's the nearest hospital?,فين كاين أقراب صبيطار?,Where is the nearest pharmacy?
Are they the same?,واش هوما بحال بحال?,Are they doing well?
Are you going to attend their wedding?,واش غاتحضر اللعرس ديالهوم?,Is she going to attend their wedding?
Can I borrow some money?,واخا تسلّفني شي فلوس?,Can you lend me some money?
Can you call back later?,مومكين تدووّر من بعد?,Can you look for it later?
Can you fix this?,واش مومكين تڭادّ هادي?,Is it possible to return this?
Can you give me an example?,مومكين تعطيني شي ميتال?,Can you give me a metal piece?
Does he like the school?,واش عزيزا عليه لمدراسا?,Is he attached to his school?
Do you have an appointment?,واش عندك شي ماوعيد?,Do you have a pen?
Do you have a problem?,واش عندك شي موشكيل?,Do you have a problem?
I have a lot of things to do,عندي بزّاف تلحوايج ماندير,I have a lot of homework to do.
In 30 minutes.,من دابا 30 دقيقا.,In 30 minutes.
Is it far from here?,واش بعيد علا هنا?,Is it far from here?
Were there any problems?,ياكما كانو شي ماشاكيل?,Did they have any issues?
What are you two talking about?,علاش كاتهضرو نتوما بجوج?,Why are you whispering to each other?
Which one is cheaper?,شكون فيهوم اللي رخص?,Who is the one who is cheap?
