eng,darija_ar,transl
I don't want to scare you but I think we may be about to plummet to our death,مابغيتش خلعكوم والاكين تايبالّيا حنا إمكن غاديين اللهاويا,"I don't want to ruin your party, but maybe we're going to the beach."
"But by the way, I don't know how to provoke her magical powers","بلموناسابا, أنا ڭاع ماكانعرف نجبد لقيوا السيحريا ديالها","In Monastir, I used to not know where to find its magic."
It's stupid to loose when we have a good card!,جات مكلّخا أنّاك تخسر أُنتا عندك كارطا زوينا!,"She came to tell you that you will lose, you have a good hand!"
"You know, I really liked today's lecture","عرفتي شنو, أُلّاه أسيدي إلا عجبني الدرس تليوما","You know what, I swear I only liked the lesson today."
You seem to have had difficulty with the equations,كايبان بحالّا كان عندك موشكيل معا ل أسإلا,It seems like you had a problem with the internet.
Then sit down quickly and we will look at your homework,إوا ڭلس بزّربا أُ غانشوفو ليك التامارين ديالك,"Now, be careful because they will see through your lies."
"Being late was unavoidable, so just play the music","ماكانش مومكين نتفاداو التعطال, إدان هي تلق لموسيقا","We couldn't avoid the traffic jam, as there was a music festival."
How about we say that tomorrow we go on an excursion,أش بالّيك نڭولو ڭاع غدّا نمشيو لشي تفجيجا,What do you say we go to a concert tomorrow?
I thought I asked you to speak to your mom?,أنا فراسي ڭلت ليك تهدر معا لواليدا ديالك?,I told you to talk to your parents.
"Well, we're gonna have to wait for someone to repair it",إوا راه غيخسّنا نتسنّاو شي حدّ باش إصاوبو,Now they will think we are waiting for someone to fix it.
I can't wait to find out what's behind this wall,كانتسنّا هير إمتا نعرف أش مورا هاد لحيط,We were waiting here until we knew what was behind this wall.
"Well, indeed, this big red button looks good","موهيم, فيعلان, هاد لبوتون لحمر لكبير كايبان زوين","Don't worry, this red button on the remote control looks good."
"The ringing stopped, and I don't think anyone's gonna answer us.","كايصوني حتّا وڭف, أُ ماتانضنّش شي واهد غايجاوبنا.","He pretends even when he's caught, he won't admit anything and will keep denying."
"When I look at a green pepper, it becomes a red pepper","فاش كانشوف ف فلفلا خدرا, كاتولّي فلفلا حمرا","When I see a green pepper, it tells me to get a red pepper."
Can you please explain what you mean by 'normal'?,واخا تشرح ليا عافاك أش كاتعني ب 'عادي'?,"And if you explain to me please, what does 'عادي' mean?"
But these colors can last several hours,والاكين هاد اللوان كايبقاو واهد لعاداد ديال السوايع,These colors will remain vibrant for a long time.
"Except maybe my great grandfather, but he drank a lot","ماعادا إمكن البات جدّي, والاكين كان كايشرب بزّاف","It's no longer possible to joke around, as he used to drink a lot."
"Good morning Mr Hamid, how are you feeling this morning?","صباح النور السي هاميد, أش كاتعاود هاد الصباح?","Good morning, Mr. Hamid, how are you feeling this morning?"
"If you're going to a party, I wouldn't advise you to cook","ألا كنتي غادي لشي حفلا, ماكانّصحكش ت طيّب","If you were going to a party, you shouldn't have gotten ready."
"Yes, I think i mentioned to you that I played a lot of soccer","أه, كانضنّ ڭلت ليك أنّاني كانلعب بزّاف كورا","Oh, I thought you knew that I used to play a lot of football."
"It's been a long time since we've had to hit the road, I feel like we're lost","مودّا هادي مادربنا الطريق, كانحسّ بحال ألا توضّرنا","This mood didn't show us the way, I feel like we're lost"
And that may be very difficult to realize,أُ هادشي إقدر إكون صعيب تردّ ليه لبال,This can be difficult to respond to
I would like to play sport but I don't seem to have any energy,ماكرهتش نلعب سپورت والاكين بحالا كانحسّ ماعنديش الطاقا,"I didn't hate playing sports, but lately I feel like I don't have the energy."
Not all of your answers were entirely relevant,ماشي ڭاع ل أجويبا ديالك عندها عالاقا بلمووضوع,It's not necessary to answer her regarding the matter.
"He always gets better grades than I do, even if he writes anything.","ديما كايجيب حسن منّي, واخا ماكايكتب التا زفتا.","He always takes advantage of me, but he never writes back."
But she must be 20 years older than you.,والاكين راه غاتكون كبيرا عليك بشي عشرين عام.,And the consequences will be significant for you for about twenty years.
"No, it's the first time in my life I've played this game!","اللا, هادي أوّل مرّا فحياتي تانلعب هاد اللوعبا!","No, this is the first time in my life playing this game!"
Unfortunately he stank of body odor all day!!,ليلأساف كانت عاطيا منّو ريحت لعرڭ النهار كامل!!,"Last night, she was giving off a scent that lasted the whole day!"
"It's nice, this park, when it looks good like that",مزيانا هاد جريدا فاش تاتكون زوينا بحال هاكا,This newspaper is good when it's nice like this.
"We should walk around more often, it feels good","خسّنا نبداو نجيبو دويرا مرّا مرّا, كاتحسّ برّاحا","We started to bring the wheel slowly, feeling relieved."
Why is there rice in the cupboard if we never serve it?,علاش كاين الروز فل پلاكار ألا ماعمّرنا خدّمناه?,Why is there a rose in the plate that we have never used?
"It's okay, it's just that I don't want to do anything","ماشي موشكيل, راه هير مابغيت ندير تا حاجة","No problem, he's just not interested in doing anything"
I know you looked at my cards when I was away.,فراسي شفتي ليا لكارطا ديالي فاش كنت خارج.,I realized I left my ID card at home when I was already outside.
"You're still nice, I like you even though you're a cheater!","راك باقي ضريف, نتا عزيز عليا واخا كاتغوش!","You're still funny, you mean a lot to me even when you're annoying!"
"But it's your birthday, we'll do whatever you want","والاكين هادا راه عيد ميلادك, غانديرو اللي عجبك","And if this is your birthday gift, they will do what you like."
"For the music, I've prepared a playlist that I think you're going to love","بنيسبا اللموسيقا, ڭادّيت واهد ليستا لي كانضنّ غاتعجبكوم","In terms of music taste, I found a playlist that I think you will like."
"Uh... actually, I have a problem, boss...","وه... صاراحا, عندي واهد لموشكيل أ شف ...","Well... this morning, I have a gift for you that I saw..."
"Yes, it's not too good right now...","وايه, ل أُمور ماشي عالا مايورام هاد الساعا...","Yeah, some things are just not going well at the moment..."
"my dog is sick, plus I have roaches in my apartment!","لكلب ديالي مريض, زيد عليها عندي بوجعران فلپارتما!","My dog is sick, I also have a headache from the noise in the neighborhood!"
"But, you know, sugar isn't very good for dogs.","والاكين, راك عارف, السكار راه مامزيانش بزاف اللكلاب.","And you know, the drunkard is not much better than the dogs."
"Oh, can I get a piece of meat instead?","أُه, واش إمكن ناخود طرف ت اللحم فبلاصتها?",Can we take a piece of meat to go from here?
Sorry sent message by mistake - complete garbage!,السموحات سيفتّ ميساج بل غالاط - هي زبل!,"Sorry, but this message is a mistake - it's garbage!"
"Yeah, I was thinking about the alarm button.","وايه, راه كنت تانفكّر فل بوتون ديال لالارم.","Yeah, I was thinking about the alarm button."
I never want to see you in my business again.,ماباقيش بغيت نشوفك ف شاريكا ديالي مرّا خرا.,I don't want to see you in my life ever again.
"if you want me out of here, you're going to have to fire me.","ألا بغيتيني نخرج من هنا, خسّك تجرّي عليا.","If you want me to leave here, then go ahead and run after me."
I'll leave my lunch until I'm really hungry.,غانخلّي لغدا ديالي حتّا نكون فيا الجوع نيت.,I will save my tomorrow's meal even if I go to bed hungry.
I was about to leave the restorant when my friends arrived,كنت غادي نخرج من رستورا فاش جاو لعشران,I was about to leave the restaurant when they arrived late.
"I have three children, two girls and one boy","عندي تلاتا ت الدراري, جوج بنات أُ ولد","I have three siblings, two girls and one boy."
"Do you know how to scream very loud, or sing very loud?","واش كاتعرف كيفاش تغووت بجّهد, ولا تغنّي بجّهد","Do you know how to work hard, or just sing loudly?"
Do you have any other ideas that come to mind?,واش عندك شي أفكار خرين جاوك ف راسك?,Do you have any other ideas that came to your mind?
We could just sit here and wait for somebody to find us.,نقدرو نڭولسو هنا أُ نتسناو شي واحد يلقانا,We can meet here in case we need to find each other.
"I prefer ducks, I think that swans can be mean.","أنا كانفضّل لبط, لوز شي مرّات كايكون قبيح","I used to prefer duck, but sometimes it can be ugly."
have you ever flown in a plane before?,واش عمرك ركبتي ف شي طييارا من قبل?,Have you ever been on a plane before?
"It's poetic what you say, but it's not very positive!","هادشي شاعيري لي كاتڭول, والاكين راه ماشي إجابي!","This is what my gut tells me, and the rest is not relevant!"
"Statistically, accidents usually happen at takeoff or landing.","إحصاإان, لكسايد كايتراو عاداتان فل إقلاع أُ لهوبوط.","In aviation, pilots follow specific procedures for takeoff and landing."
I'm going to talk to someone who actually cares.,غادي نهضر معا شي واحد لي مصووق بلمعقول,I'm going to talk to someone who is trustworthy and reasonable.
You'll be enjoying the weather in a few weeks.,غادي تمتعي بل جوو من دابا شي سيمانات.,You will enjoy the weather in a few days.
And what do you think is my favourite subject?,أُ أشناهووا لماوضوع اللي عزيز عليا ف ناضارك?,They understood the importance of the topic that is dear to me in your opinion?
And I hope you still play the guitar!,أُ كانتمنّا أنّاك تكون مازال كاتلعب ل ڭويتار!,I wish you were still playing the guitar!
"Well, it doesn't have to be too bad.","لموهيم, ماخاصش يكون هادشي خايب تال هاد داراجا.","Don't worry, this thing doesn't have to be lost in this conversation."
"Yeah, that's what I remember about food.","أيه, هادشي لي بقيت عاقل عليه علا لماكلا.","Yeah, this is what I've been insisting on all along."
I hope the retirement home is about various activities.,كانتمنّا أنّا هاد دار لعاجازا فيها أنسهيطا موختاليفا.,We hoped that this house would be a place for peaceful coexistence.
They arrange a mini-bus which takes us somewhere interesting.,كايجيبو لينا ميني-بوس كايدّينا ل شي بلاسّا مزيانا.,They bring us a mini-bus that takes us to a nice place.
"Poor thing, spending her life in the middle of old, frustrated and old.","مسيكينا, دووز حياتها وسط الشورّاف, محرومين أُ شرّاف.","Poor thing, she spends her life among the wealthy, deprived of dignity."
But we really don't have much money these days.,والاكين راه ماعندناش بزّاف ديال لفلوسّ هاد لييامات.,And the truth is we don't have much money these days.
"I'm a sensitive and fragile character, just like my little dog.","عندي شخصييا مورهافا أُ هشيشا, بحال لكلييب ديالي.","Personally, I have a strong attachment to this thing, like my own clip."
Do you have any other special recipes here?,واش عندكوم شي وصفات خاصّين وحدين خرين هنا?,Do you have any unique and special recipes here?
And my son Jilali still helps out as much as he can,أُ ولدي الجيلالي مازال كايعاونّي ب جهدو كامل,My son Jalal is still helping me with his full effort.
"Of course, I still have my head, you know!","ب طابيعت لحال, راني مازال شاد ف راسّي!","By nature, I am still stubborn!"
"But it must take him some time, to take care of you.","والاكين أيكون كايدي ليه لوقت بزّاف, باش يقابلك.",Sometimes he pretends to be very busy just to avoid meeting you.
Or should I say that you make them make!,ولا خاصني نڭول اللي كاتفرض عليهوم يصايبو ليك!,I won't let anyone force you to harm me!
"It's been 15 minutes since I've seen her, I miss her!","شي 15 ل داقيقا هادي باش شفتها, توحشتها!","I haven't seen her for 15 minutes, I miss her!"
I always thought there would be more time,ديما كنت كانڭول راه غادي يكون لوقت كتر,I always knew that it would take more time.
I always thought the idea of growing old together sounded romantic,ديما كانت كاتجيني لفيكرا ديال نشرفو بجوج رومانسيا,She always used to come to me with romantic thoughts of honor.
I don't have many friends except Rachid...,ماعنديش بزّاف ديال ل أصديقاء من غير راشيد...,I don't have many friends without Rashid.
Ok ok... then you can do the guest list.,واخا واخا... دير نتا ڭاع اللاإحا ديال لمعروضين.,"Do whatever you want, you're the master of your own decisions."
But only if she doesn't bring her dog with her.,والاكين غير إلا ماكانتش أتجيب معاها لكلب ديالها.,"And the truth is, she only brought her dog with her."
I always bring several with me just in case.,ديما كانجيب معايا بزّاف ماعرفتي لوقت أشنو تجيب.,"You always bring up a lot with me, I never know what you're going to bring up next."
And I've decided to go all by myself to get away from it all.,أُ قرّرت نمشي بوحدي باش نبعّد علا كولشي.,I decided to go alone to get away from everything.
"You'll see, it's very nice once we're up here.","هانتا غادي تشوف, لمنضر زوين فاش غادي نطلعو.","You will see, the view is beautiful when we go out."
"I've never liked heights, and we're going to be very high up!","ماعمرني عجبني لعلو, أُ غادي نطلعو لفوق بزّاف!","I never liked heights, but I'm going to go up a lot!"
"The clouds, from above, it's like a sea of cotton.","سحاب, من لفوق, بحال شي بحر ديال لقطن.","Clouds, from above, like a sea of cotton."
They'll be stopping by with the soda soon.,غادي يجيو أُ يجيبو لموناضا من دابا شويا.,They will come to bring the furniture in a little while.
What's the code for your credit card?,أشناهووا ل كود ديال لا كارت بانكاير ديالك?,What is the code for your bank card?
You can never trust people in confined spaces!,مايمكنش ليك التيق ف الناسّ فل بلايسّ لمسدودين!,You can't trust people in tight places!
We'll be there in five minutes.,غادي نكونو تمّا من دابا خمسا ديال دقايق.,We will be ready in five minutes from now.
You almost finished your first flight!,راك قريب تسالي أوال تسافيرا ليك ف الطييارا!,You are about to embark on your first flight journey!
"And most importantly, this relationship was hurting you.","أُ أهام من هادشي, هاد لعالاقا كانت كاضّرك.","I'm overwhelmed by this, this relationship was hurting you."
"But you didn't answer me, how do you feel now, after leaving him?","والاكين ماجاوبتينيش, كيكاتحسّي دابا, مورا ما تفارقتي معاه?","And why didn't you answer me, do you feel different now, or haven't you left him yet?"
Hah--I've BEEN seeing another psychiatrist!,هاه-- راه كانمشي عند واحد طبيب نفسي أخور!,He went to see a crazy psychiatrist!
"By the way, it's time for my next patient.","بل موناسابا, جا لوقت ديال لمريض الجاي ديالي.","At the hospital, it's time for my next patient."
"I agree, throwing rocks around will get us nowhere.","متافق, زفّان بلحجر ماغادي يدّينا ل تا بلاصا.","Agreed, a liar will never lead us to the right place."
Would you like to play a card game to take your mind off it all,تبغي تلعب ألكارتا باش ماتبقاش تفكّر ف هادشي?,Do you want to play cards so you don't have to think about this?
The upside with an operation is that you sleep during!,اللي مزيان فلعاماليا هووا أنّاك كاتكون ناعس فيها!,The good thing about the beach is that you can relax there!
"Yes, a good cup of coffee will do me great.","أيه, شي كوييسّ ديال لقهوا غادي ينفعني مزيان.","Yeah, a good cup of coffee will really help me."
"Yeah, yeah, we spent three hours at the pool.","أيه, أيه, دووزنا تلاتا ديال سوايع ف لاپيسّين.","Yes, yes, we bought three swimsuits at the mall."
"Well I would quite like an intimate gathering, just our close friends.","ماكرهتش نديرو شي ڭليسّا خاصّا, غير صحابنا لقراب.","I didn't hate making a special playlist, just for our close friends."
What do people usually do in the summer in Rabat?,أشنو كايديرو الناس عاداتان ف الصيف ف الرباط?,What do people usually do in Rabat during the summer?
I'd like to buy a phone card please.,بغيت نشري واهد لا كارت ديال تيليفون عافاك.,"I want to buy a prepaid phone card, please."
"Which is better, the spaghetti or chicken salad?","شنو اللي حسن, سپاغتّي أُلا شلاضا ديال دجاج?","What's good, spaghetti with chicken alfredo sauce?"
"It's my first time, too, it's crazy!","هادي أوال مرا ليا, حتا أنا, هادشي كايحاماق!","This is the first time for me, even I find this strange!"
"Hello, what can you lose in this evil forest?","سالام, أشنو غادي تخسر ف هاد لغابا شيرّيرا?","Hello, what are you going to lose in this beautiful forest?"
Because an instrument allows us to communicate remotely without a signal.,حيت ألا كاتخلينا نتواسلو من بعيد بلا إشارا.,Because she doesn't let us communicate from a distance without signals.
What kind of instrument were you thinking of?,أشمن نوع ديال لألا لي كنتي كاتفكر فيها?,What kind of person were you thinking about?
This is my first time flying.,هادي أوال مرا غادي نركب فيها ف تيّارا.,This is the first time we're going to ride a jet ski.
Are you always so satisfied with your retirement home?,واش نتا ديما راضي بدار ديال تاقاعود ديالك?,Are you always satisfied with your current situation?
"That could work, old people are sometimes very paranoid.","هادشي إقدر يانجاح, ناس لكبار كايكونو خايفين بزاف","This thing can be successful, but older people are very afraid."
It is far less humid and the northern lights are beautiful,راها أقال روتوبا بزاف أُ أضواء شامالييا زوينا,She said the party was lit with beautiful lights.
"Maybe for popsicles, but not for me.","مومكين علا قبل لماصاصات, والاكين ماشي بناسبا لييا","I can't move forward without compromises, and what doesn't suit me."
I will always be on a cruise to the polar circle,غادي نكون ديما ف ريحلا باحرييا لداإرا لقوتبييا,We will always be free to explore new horizons.
"Otherwise, I just had a taste of your white-mouth coffee.","بلعاكس, يالاه داقت غير دابا لقاهوا ديالك لبايدا.","On the contrary, when she called, he found your phone in her hand."
"Aww thank you, that's so kind of you to say!","أوّ شوكران ليك, هادشي ليڭلتي لوطف من عانداك!","Thank you so much, this really means a lot coming from you!"
The duck jam with the cranberry jam.,كوفيتير ديال ألبات معا كوفيتير ديال توت ألباري.,I prefer chocolate cereal over berry cereal.
especially when you make a lot for a lot of people,خاساتان ملي كادّير بزاف ل بزّاف ديال ناس,You lose a lot of people when you do too much.
Do you mind if we chat a bit during take-off?,واش ماعنداكش موشكيلا إلا دوينا شوييا قبل مانقلّعو?,Do we just need to wait a little before we leave?
you don't really listen to me any more than he ever did,نتا بسّح مابقيتيش كاتسماع ليا بحال كيما كان,"You've changed, you don't listen to me like you used to."
"Frankly,and he would've, if he'd ever listened to me","بساراحا, كان غادي إديرها, كون كان كايسماع ليا","But seriously, he was going to do it, as he was listening to me."
"Or rather, my next patient, by the way.","أُلا بل أحرا, لمريد ديالي ليمن باعد, بلموناسابا.","Rather, on the contrary, my friend who is far away, I miss him."
I meant if we find the rocks not if we fling the rocks.,كنت كانقساد إلا لقينا لحجار ماشي قدافنا لحجار.,I used to think I was broken until I realized that our stones are not like their stones.
"Yes, a good glass of champagne will do me great.","أه, كاس من شامپاڭن غادي راجعني هوا هاداك.","Oh, a glass of champagne will bring back that feeling."
I've got the French disease of restless legs.,تسابت بلماراد لفارانسي ليكايبان ملي كايبقاو راجليك إتمالملو.,She traveled to Marseille in France where her relatives live.
raisins and dried apricots are my favourites,الزبيب أُ مشماش يابسّ هوما أعازّ حاجة عندي,"Raisins or dried apricots, they're both the same to me."
We could have a theme like James Bond characters or pirates.,نقدرو نديرو بحال شاخسيات جامس بوند أولا لقاراسينا.,We can handle situations like James Bond before going to our graves.
You spend all day at home sunning in the garden.,كادّووز نهار كامل فدار ڭالسّ تاتشمش ف جاردا.,They spent the whole day at the neighbor's house sunbathing in the garden.
"Now can you put some sunscreen on, please?","دابا تقدر تحات شوييا ديال واقي شامش, عافاك","Now you can put on a little bit of sunscreen, please."
Maybe it's possible to offer something to ease your pain?,مومكين نعطي شي حاجا باش نخافّاف ألام ديالك,We can't give something to be afraid of your pain
But how could we not turn off the fire alarm with the smoke,والاكين كيفاش نقدرو نطفيو السفّارا ديال لعافيا بدوخان,How can we extinguish the sparks of conflict in a dizzying world?
"Doctor, it's been several nights since I've been sleeping","دوكتور, دازو بزف ديال ليالي مالي كانت كانعس","Doctor, the wedding party last night was amazing, I was so sleepy"
Can you think of any possible link to your day-to-day life?,واش مومكين تفكر فأي إرتيبات موحتمال بحيتاك أليومييا?,Is it possible for you to think about any possible arrangements for your daily life?
"The aquarium is awesome, I can't see the windows","لحاود ديال لحوت زوين, مايمكانش لييا نشوف شراجام","Even if I have a good luck charm, I can't see any progress."
and produce a nice piece of artwork while you're at it!,أُتخرّج شي عامال فانّي زوين ملي تكون تما!,I always excel at work when I am fully focused!
But maybe you should also sign up for these activities?,والاكين إمكن خسّك تشتاراك ف هاد ل أنشيطا?,Can you find yourself in this situation?
I appear to be allergic to most things these days.,كايبان ليا عندي حاساسيا ديال كولشي هاد لييام.,I seem to have developed a sensitivity to everything these days.
Do you know how to direct yourself by the position of the sun?,واش كاتعراف كيفاش توجّه راسّاك غير بماكان شمش?,Do you know how to direct yourself other than where the sun sets?
but if I've understood this is going to start a new allergy attack.!,والاكين ألا فهمت هادشي غادي إبدا حاساسيا جديدا!,"Otherwise, if you understood this, you will start feeling differently!"
I have always had a thing for people in authority,كان ديما عندي شي حاجا لناس ديال سولتا,I always had something for people of the sun.
"Well, I feel like there's a bar in the elevator.","موهيم, كانحاس بحالا كاين شي بارّا ف سانسور","Don't worry, I feel like there's something fishy going on with the censorship."
Perhaps you could take a pay cut to help pay?,مومكين تانقاس من فلوس ليكاتشاد باش تعاون فلخلاص,You can't expect help with money from someone who is struggling themselves.
You should start screaming with me to call 911.,خاساك تبدا تغاوت معايا باش نعايتو علا 911,"If you start arguing with me, I will call 911"
Let's see if they prefer white or brown bread,خلينا نشوفو واش كايعجابهوم لخوبز لبياد ولا لقاهوي,Let's see if they prefer the beach or the mountains.
I'm not even sure I know what the ducks are eating,أنا ماشي ماتأكد واش عارف أش كاياكول لباط,I'm not sure if he knows what he's talking about.
And swans are very aggressive this time of year,أُ لباجاع عودواني بزاف فهاد لواقت من لعام,The weather has been very hot this time of year.
We can do something that your mother can do as well then,نقدرو نديرو شي حاجا كاتقدار لواليدا ديالك ديرها,We can do something that is appreciated by your parents.
"Well, would you prefer to go to the bar to get a drink?","واخا, بغيتي تمشي تشراب شي شاراب ف لبار","And if you want, you can go have a drink at the bar."
Or I could get you something if you want,ولا نقدار نجيب ليك شي حاجا إلا بغيتي,We can't get you anything unless you want it.
"If you want, you can take a ride with the dog, too.","إلا بغيتي, تقدار دراب دورا معا لكالب تاهووا","If you want, you can take a walk with the lost dog."
I love coming here though as it's very peaceful,كانبغي نجي لهنا واخا هاكّاك حيت هاديء بزاف,"I wanted to come here, but since it's very quiet."
"Look at the ducks, pretty girls too... what do you do for work?",كانشوف لباط أُ لبنات زوينات... فاش خدام نتا?,I see beautiful girls everywhere... what do you do for a living?
"I love animals, but I'm allergic to polite animals","كايعجبوني لحاياوانات, والاكين عندي حاساسييا من لحاياوانات الدريفا","I like pets, but I am allergic to cat fur."
I was going to pick mushrooms in a corner that I know very well,كانت بغيت نقاتاع لفيطر ف لقونت ليكانعراف مزيان,I wanted to go out for breakfast in a place where they know how to cook well.
Because it's a recipe for ancient magic potion with a mystery ingredient,حيت هييا واصفا لجورعا سيحرييا قديما بموكاوين غاميض,She was describing an old mysterious neighborhood in Meknes.
But there are still many ingredients in this potion,والاكين باقي كاينين بزاف ديال لموكوينات فهاد ألجورعا,And there are still many monkeys in this jungle.
I'll see if we've had a delivery of the food.,غادي نشوف واش كاين لي غادي إوصّل لماكلا,We'll see if there's someone who will reach the destination.
You dropped out of our car to catch the train?,واش خراجتي من توموبيل ديالنا باش تشاد تراين,Are you getting out of our car to catch a train?
The car broke down so I had to leave it at the side of the road,طوموبيل خسرات داكشي علاش خليتها ف جانب طريق,"The car had damages, that's why I left it on the side of the road."
We have tickets to go to the theatre tomorrow too!,عندنا تاداكير باش نمشيو لماسراح غدا حتا هوا.,"We have preparations to go for a picnic tomorrow, even if it rains."
I'm hungry and it's now too late to cook,أنا فيا جوع أُفات لواقت ديال طياب دابا,"I'm so hungry, I could eat a horse right now."
A big one or just a couple of friends?,شي واهد كبير أُلا غير جوج ديال لأسديقاء?,Is there anything better than spending time with friends?
It's probably too late to rent a room,غاليبان فات عليك لحال باش تكري شي بيت,It's too late for you to do it alone to build a house.
"Uh, they just started out, actually, they're a little beginner...","وه, يالاه بداو, فلواقيع, هادو يالاه باديين شوييا...","Wow, let's go, in the events, these are just beginners..."
"I'm a massive fan of the banjo, so it should be a blast!","كايعجبني بزاف ل بانجو, داكشي علاش غاتكون زاهيا!","I really like mangoes, that's why it will be delicious!"
Is this the first time you've been on a plane?,واش هادي لمرا لاولا ليغادي تكون فيها فطيارا?,Is this the first time you will be on a plane?
"But you're still afraid of flying, though you're a regular?","والاكين مازال كاتخافي من طاياران, واخا نتي مولّفا?","Even the brave are still afraid of airplanes, what about you, the writer?"
You're the one who seems to be really stressed.,نتي هيا لي كاتبان بلي ماتواتّرا ديال بصاح.,You are the one who writes what your heart whispers.
"If you're right, I hope it's nothing serious.","إلا كان عنداك صحّ, كانءمال مايكونش داكشي خاتير.","Unless you have proof, it might not be true."
"Mind you, whiskey is perfect for stress, too.",دير فبالك بلي وهيسكي مازيان لتاوتّور حتا هوا.,Be careful because he might not drive well until he gets used to it.
"For tonight's meal, we're waiting for 10 people","فلعشا تليوم, حنا معوّلين علا 10 ديال الناس","At the end of the day, we rely on 10 people."
Do you mean there are ten customers or are they late?,واش كاتقصاد كاينين 10 ديال لكليان أُلا معطّلين?,Are you saying there are 10 dishes for each guest or just for the disabled?
Do you think I could get them to autograph a napkin?,واش كاضنّ بلي نقدار نخاليه إسيني لييا فلمانديل?,Is it possible for me to leave it with you at the reception?
"Yeah, it's a good idea to put on a meat plate!",أه فيكرا مازيانا أنّاك دير طاباق ديال لحام,He thinks highly of himself because he does welding work.
I got them from watching Masterchef on television.,خديتهوم ملي كانت كانتفاراج ف ماسترشف ف تلفازا.,I took them when there was a special offer on TVs.
My boss was so angry with me.,لموديرا ديالي كان طالع ليها دمّ بزاف عليا.,My boss was really angry with me.
We should get a lawyer and explain that this was a mistake,أيخسنا نديرو موحامي أُنشارحو بلي هادا كان غالات,We should consult a lawyer to clarify whether this was expensive.
OK then we will need to steal the money from the bank.,واخا إعني غادي نحتاجو نسرقو فلوس مان لبانكا.,Even if it means we have to steal money from the bank.
This lift often breaks and the alarm bell does not work,هاد أسسنسور كايخسر بزاف أُ ل ألارم ماكايخدامش,"This elevator is losing a lot, the alarm is not working."
"I work in the trading department, mostly for crude oil","كانخدام ف قيسم تيجارا, غاليبان ف النيفط لخام","Working in the trading sector, they specialize in crude oil."
You make the market for what kind of oil,نتا كاتبيع أُتشري ف أشمن ناوع ديال نيفط?,Do you sell or buy a specific type of oil?
I was stuck in a lift for four hours when I was a child,وحالت فلماسعاد رابعا ديال سوايع فاش كنت سغير,The situation in the fourth installment of the series changes when I grow up.
Then I'll leave you and I'll meet you at the end of the afternoon,إدان غادي نخاليك أُ غادي نتلاقاك فلاخار تلعشييا,"If I go, I will let you know, and we will meet in the usual place."
"Here you are, and your olives, but I'm sorry we don't have any sausages",هانتا أُ زيتونك والاكين سماح لييا معاندناش صوسيت,"Either you give in or I won't forgive you, there's no other option."
"but other than that, it's not something I know anything about","والاكين من غير هادشي, ماكانعرفش عليه شي حاجا","Without this, I wouldn't have known anything about it."
"OK, I must run out to the store and pick up some coffee.","واخا, خاسني نجرّي لحانوت ناخود شوييا ديال لقاهوا","And then, let me run to the store to get some coffee."
It's a philosopher's take on what exactly an book is,هوا كايعطي فيكرا علا شنو بضّبط كايعني كتاب,He gives you ideas about what exactly he means by a book.
long before the current hell,قبال واقت طويل من هاد جاهانام ديال دابا,It's a long way from where I am now
I agree with you that certain subjects are not treated enough,كانتافق معاك شي ماودوعات ماكايتعاملوش معاها بطاريقا كافيا,"If someone agrees with you, they don't necessarily deal with it in the same way."
