eng,darija_ar,transl
What cocktail would you like?,أشمن كوككتايل بغيتي?,Which cocktail do you want?
I'll take my nap then,هاني غانتكّا شويا,I will call you later.
I hope it doesn't!,كانتمنّا مايكونش هادشي!,I wish this didn't happen!
Happy birthday!,عيد ميلاد ساعيد,Happy birthday
It's a weird theme.,هادا موضوع فشكل.,This is a problem.
What were you thinking of?,فاش كنتي كاتفكّر?,What are you thinking?
"Mine too, by the way.","ديالي تاهوا, بلموناسابا.","My friend is lost, in the playground."
Did you mean umbrella?,واش قصدتي مضالّا?,What do you mean by that?
I'm enjoying living here.,كانستمتع بلماعيشا هنا.,We enjoyed living here.
How do you deal with your days?,كيفاش كادّووز الياماتك?,How are your days passing?
"What about you, are you happy?","أُنتي, واش ناشطا?",Are you active?
So what are you talking about?,إوا علاش كاتهضرو?,Now why are they arguing?
"Yes, I'm happy.","أه, أنا ناشط.","Oh, I'm active."
Can you believe that?,واش تقدر تيّقها?,Can you believe it?
It's the backwards world.,هادا عالام مقلوب.,This is upside down.
let's take a walk,يالّاه نضربو تسركيلا,Let's go play soccer
hello welcome,أهلان وا ساهلان,Welcome
I will call you,دابا نعيّط ليك,Now I'm calling you
I will go with you,دابا نجرّ معاك,Now I'm angry with you
is it raining?,واش كاينا شتا?,Is there snow?
is it cold?,واش كاين لبرد?,Is it cold outside?
how is the weather,كيداير ل جوو,He's doing well.
it is too late,واش مشا لحال,Is he going alone?
I am grateful to you,مانّساش لخير ديالك,Don't forget about yourself
medieval,من لقورون لووسطا,From the village to the city
my colleagues,اللي خدّامين معايا,Those who work with me
that's okay,شي باس ماكاين,No problem
he's late,مشا عليه لحال,He went alone
in a way,من واهد ناحيا,Come this way
I wish you good days,الله إزيّن اليامك,God bless your days
Oh God!,ا رابّ لعالي!,Go up high!
Maybe we could go out to eat,إمكن نخرجو نقسّيو,Maybe we can go out together
Do you mean dish?,واش كاتقصد طبصيل,Are you serious?
And we can enjoy it,أُ غانستمتعو بيها,They will enjoy it
I do like duck,عزيز عليا لبطّ,I miss him
It's so good!,هادشي زوين نيت!,This is nice of you!
We have a deal ... bon appetite!,التافقنا ... بصحّا!,Agreed ... for sure!
...steak over your eye.,...لحم فوق عينيك,Meat on your eyes
Should we call?,واش خسّنا ندووّرو?,Should we give up?
"Yes, whiskey, perfect.","أه, ويسكي, مومتاز.","Oh, whiskey, excellent."
It could be toxic!,إقدر إكون مسموم!,I can be toxic!
I find it cool.,أنا كاتجيني زويون.,They are coming to me.
I love animals!,عزاز عليا لحاياوانات!,"He's very dear to me, his animals!"
Do you not like dogs?,واش ماكايعجبوكش لكلاب?,Don't you like dogs?
I hope we're not getting cold.,كانتمنّا مايضربناش لبرد.,We hoped not to get caught in the cold.
But at night it will grow.,والاكين فلّيل غايكبر.,Even the small ones grow up.
What will grow?,شنو اللي غايكبر?,What are you growing?
You're not still scared are you?,مابقيتيش خايف والّا?,Aren't you afraid anymore?
I'm waiting for the onions.,أنا كانتسنّا لبصلا.,I was waiting for the bus.
I will go and grab them for you,غانمشي نجيبهوم ليك,I will bring them to you
Here are your onions,هاهيا لبصلا ديالك,Here is your onion.
Are they still raw?,واش باقيين خضرين?,Are they still green?
What is on the next order?,شناهوا الطالاب لاخور?,What are the students doing outside?
Yes chef,واخا أ شف,Even if
he's coming soon,هاهوا جاي قاريبان,He is coming close
he's very annoying,هوا موميلّ بزّاف,He is very stubborn
I don't know how to use it,ماعرفتش كيفاش نخدّمها,I don't know how to do it.
I'm cleaning my room,أنا كانساوب بيتي,I am cleaning my house
I'm coming to pick you up,كاني جاي نهزّك,I'm coming to shake you
"I'm good, and you?","أنا بيخير, أُنتا?","I'm fine, and you?"
I'm not ready yet,أنا مازال مامستاعدّ,I still don't understand
I need to change my clothes,خسّني نبدّل حوايجي,Let me change my things.
I only want to eat,بغيت هير ناكول,I want to eat
Is Jamila a Moroccan?,واش جاميلا مغريبيا?,Is it a beautiful Moroccan?
is that enough?,واش هادشي كافي?,Is this enough?
let me think about it,خلّيني نفكّر فيها,Let me think about it.
let's go have a look,يالّاه نضربو طليلا,Let's go play football.
more than that,كتر من هاكّا,Exactly
nothing else,التا حاجة خرا,Everything is messed up
thanks for everything,شوكران علا كولّشي,Thank you for everything
thank you miss,شوكران أ لالّا,"Thank you, no"
thank you sir,شوكران أ سيدي,"Thank you, sir."
that looks great,هادشي كايبان عاضيم,This is amazing
that smells bad,هادشي ريحتو خايبا,This thing smells bad
that's not fair,هادشي ماشي معقول,This is not reasonable.
that's too bad,هاشي خايب بزّاف,This is very disappointing
that's too much,هادشي فايت لقياس,This is beyond measurement
they're the same,راهوم بحال بحال,They are doing well
this is very difficult,هادشي صعيب بزّاف,This is very difficult
this is very important,هادشي موهيم بزّاف,This is very important
you're very smart,نتي دكيّا بزّاف,You are very smart
you're very smart,نتا دكي بزّاف,You are very stubborn
your things are all here,حوايجكوم كولّهوم هنا,Bring all your things here.
are you going to help her?,واش غاي تعاونها?,Will he help her?
at what time?,فاش من وقيتا?,What time is it?
do you know how to cook,واش كاتعرف تطيّب,Do you know how to cook?
how was the movie?,كيداز ل فيلم?,Is it a movie?
I'll take that one also,غاناخود هادا تاهوا,He's taking this seriously
I'm coming right now,هاني جاي دابا,I'm coming now
I'm leaving tomorrow,أنا غادي غدّا,I will go tomorrow
I'm looking for the post office,كانقلّب علا لبوسطا,I am heading to downtown
please speak slower,عافاك هدر بشويا,Please speak a little quieter.
please take me to the airport,عافاك الديني اللماطار,Please pass me the remote.
that way,من هاد طريق,From this way
when did this happen,إمتا وقع هادشي,When did this happen?
when does the bank open,إمتا كاتحلّ لبانكا,When do you solve your problems?
when does the bus leave,إمتا كايتحرّك طوبيس,When does the bus move?
where is the bathroom,فين كاينا طواليت,Where are the towels
do you have change,واش عندك الصرف,Do you have change?
call the police,عيّط ل لبوليس,Call the police
how much does it cost per day,بشحال كاتطلع فنّهار,How much does it cost?
I'll have the same thing,غاناخود نفس لحاجا,He will take care of things
I'll pay for dinner,لعشا علا حسابي,Dinner on me
I'm 26 years old,عندي 26 عام,I am 26 years old.
that restaurant is not expensive,ديك رستورا ماغالياش,This restaurant is not expensive.
that's too expensive,هادشي غالي بزّاف,This is very expensive.
where would you like to meet,فين بغيتي نتلاقاو,Where do you want us to meet?
at 3 o'clock,معا 3 واقفا,With 3 standing
he's in the kitchen,راهوا ف لكوزينا,He is in the kitchen
how far is it to Lagouira,بشحال بعيدا لاڭويرا,How far is Tangier?
I'd like a single room,بغيت شامبر وحدا,I want a room for one person
I was going to the library,كنت غادي لمكتابا,I was going to the library.
near the bank,حدا ل بانكا,Someone at the bank
on the second floor,فل إتاڭ التاني,In the meantime
where are you going,فين أوا غادي,Where are you going?
where would you like to go,فين نغيتي تمشي,Where do you want to go?
can I try it on,واش واخا نجرّبها,Should we give it a try?
I'll be right back,هاني جاي دغيا,I'm coming right now
I want to give you a gift,بغيت نعطيك كادو,I want to give you a gift
male or female,راجل أُلّا مرا,A real man
please take off your shoes,عافاك حيّد صبّاطك,Please remove your shoes.
where is the pharmacy,فين كاين لفرماسيان,Where is the pharmacist
As you say.,كلامك هووا لكبير,Your words are nonsense
Oh you are so funny,نتا كادّحك بزّاف,You work hard
You do push my buttons sometimes,كاتعسّبني شي مرّات,She annoys me sometimes.
Nothing is happening,تاحاجا ما واقعا,Seriously
Neither is mine.,والا ديالي تاهووا,My belongings are lost
"Yeah, me too, to be honest.","وايه, تانا, أسّاراحا","Yes, sure, I understand."
I m very tempted to yell too,تانا تشهيت نغووت,I'm craving donuts
And I don't speak the language.,أُ ماكانهدرش ألّوغا,He didn't say anything
Don't be discouraged.,ماتفقدش ل أمال,Don't lose hope
How do you know that?,باش عرفتي هادشي?,Did you know about this?
He might make you feel better.,يمكن يفووج عليك,Maybe they will help you
Who am I going to ask?,شكون غادي نسوول?,Who will do it?
That's for sure!,هادي مافيها شك!,No doubt about it!
What do you do for a living?,أش كادّير فلحايات?,What are you doing in life?
The advantage is freedom.,لاڤانتاج هووا لحورّيا,The advantage is in the freedom
That's a real problem.,هادا موشكيل حاقيقي,This is not real
It's been a pleasure.,نهار كبير هادا,It's a big day
Thanks for chatting.,شوكران علا لموحاداتا,Thank you for the invitation.
Are you an engineer?,واش نتا موهانديس?,Are you kidding?
Look out the window!,طل من شرجم.,Get out of here.
are you kidding me?!,واش كاتفلّا عليا?,Is he/she making fun of me?
we're all going to die,غادي نموتو كاملين!,We will all die!
As you wish.,اللي بان ليك.,What suits you.
Have you been drinking?,واش كنتي كاتشرب?,What are you drinking?
I came to see you.,جيت باش نشوفك.,I came to see you.
My best wishes to your family,سلّم علا أإلتك,Say hi to your family
"Good evening, my dear!","مسا لخير, عازيزي!","Good evening, my dear!"
What happened to you?,أش وقع ليك?,What happened to you?
"How was your day, sweet one?","كيداز نهارك, حابيبي?","How is your day, my love?"
"I'm fine, nothing special.","بيخير, كولشي عادي.","Okay, everything is fine."
"Yes, it was him!","أيه, هووا هاداك!","Wow, that's it!"
You have to enjoy life.,خاسّ تعيش لحايات.,Mind your own business.
"Ooh, yeah please!","وه, أيه عافاك!","Wow, please!"
That would be great!,غادي تكون راإعا!,You will be amazing!
What can I get you?,أشنو حب لخاطر?,What do you want?
The cathedral is a bit further.,لكانيسّا بعد شويا.,I'll be back in a bit.
What do you put in it?,أشنو درتي فيه?,What did you do with it?
It's a special recipe.,هادي واصفا خاصّا.,This is a special description.
I'm not allowed to say!,ماعنديش لحق نڭول!,I have no right to speak!
Do you know what I mean?,عرفتي أش كانقصد?,Do you know what I mean?
You think you'd like it?,كاضّن غادي تعجبك?,Do you like it?
Do you remember Jilali?,تعقل علا الجيلالي?,Do you understand?
Especially at our ages!,خوصوصان فلعمر ديالك!,Especially in your whole life!
What a good idea,فيكرا زينا هادي,Remember this
"As soon as I get up, let's go!","غير النود, نمشيو!","Just the two of us, let's go!"
We could get cake!,يمكن نشدّو كيكا!,Maybe we'll go for a walk!
What do you suggest then?,أشنو كاتقتارح إدان?,What are you suggesting?
I'll buy the decorations!,غادي نشري دكوراسّيون!,I will buy decorations!
"Ok, if you want.","أيه, إلا بغيتي.","Yes, if you want."
I'll grab the rabbit!,غادي نشد لقنيا!,I will never tell you!
More than rabbits!,كتر من قنيا!,Too much!
It's getting dark.,بدا كايطيح ضلام.,He started to fall into darkness.
Do you want a scarf?,واش بغيتي فولار?,Do you want a scarf?
Wait a sec,تسنّا واحد التانيا,Wait a moment
"No, sorry.","اللا, سمح ليا.","No, excuse me."
"Ah, too bad.","أه, ليل أسّاف.","Oh, what a pity."
There's hot water in it!,فيها لما السخون!,It's really hot!
And I had tea bags!,أُ عندي أتاي!,I have tea!
I can't see the light.,ماكايبانش ليا الضو.,I don't care about the light.
I've got my eyes closed.,راني مغمّض عينيا.,I am closing my eyes.
Everything's starting to move!,كولشي بدا كايتحرّك!,Everything is moving fast!
Flying isn't so bad!,الطاياران ماخايبش بزّاف!,The pilots are not late!
How are you feeling today?,كي كاتحسّ ليوما?,How are you feeling today?
And how are you feeling?,أُ كي كاتحسّي?,How are you feeling?
We'll look on the map.,نشوفو فل خاريطا.,Let's see on the map.
That's a great idea.,هادي فيكرا مومتازا.,This idea is excellent.
We're gonna make it.,غادي نقضيو لغاراد.,We will go to the beach.
Absolutely.,ب طابيعت لحال.,Naturally.
"Yes, you're right.","أيه, عندك الصح.","Yes, you're right."
Let's be careful.,يالّاه نرضو بالنا.,Let's be satisfied.
I'll play a card game.,غادي نلعب ألكارتا.,I will play cards.
"Ah, I'll play poker.","أه, نلعب پوكر.","Oh, let's play poker."
"Come on, let's start the game.",يالّاه نبداو الطرح.,Let's start the presentation.
You're always resting.,نتا ديما مرتاح.,You are always relaxed.
I won't bother you at all.,ماغاديش نصدعك ڭاع.,I won't let you down.
You're really amazing.,نتا راإع بلمعقول.,You are unbelievable.
I'll get the drinks.,غادي نجيب مانشربو.,I will not bring it to drink.
The mountains are beautiful here!,جبال زينين هنايا!,Beautiful mountains here!
Show me later.,ورّيني من بعد.,Show me later.
It's always like that.,هادشي ديما هاكّا.,This is always the case.
"It's hard, you know.","هادشي صعيب, فراسك.","This is difficult, for you."
What shall we do?,أشنو خاصنا نديرو?,What should we do?
Wow great idea.,ووو فيكرا راإعا.,"Wow, deep thoughts."
Shall we have it at home?,نديروها ف الدار?,Shall we do it at home?
Can it be cheaper?,مومكين إكون رخص?,Is it possible to be cheaper?
Can you hold this for me?,واخا تشدّ هادي?,Where are you going?
Do you have any children?,عندك شي دراري?,Do you have any money?
Here is your salad,هاهيا شلاضا ديالك,What's your problem
How many people?,شحال ديال الناس?,How are people?
I'll give you a call.,دابا ندووّر ليك.,Now we're looking for you.
I'm from Agadir,أنا من أڭادير,I am from Agadir
I'm going to bed,هاني مشيت النعس,I'm feeling sleepy
It's August 25th,ليوم 25 غوشت,Today is August 25th.
The food was delicious,لقسّ كان بنين,The food was delicious
What would you like to drink?,أش بغيتي تشرب?,What would you like to drink?
What would you like to eat?,أشنو بغيتي تاكول?,What do you want to eat?
Would you like some water?,بغيتي شويا تلما?,Do you want to learn a little?
Would you like to go for a walk?,بغيتي تمشا شويا?,Do you want to go out for a bit?
Are you American?,واش نتا ميريكاني?,Are you American?
Do you like it here?,عجبك لحال هنا?,Do you like it here?
Do you play any sports?,كاتلعب شي رياضا?,Do you play sports?
Do you want to come with me?,بغيتي تجي معايا?,Do you want to come with me?
Do you want to go with me?,بغيتي تمشي معايا?,Do you want to go with me?
How old are you?,شحال ف عومرك?,How old are you?
I bought a shirt yesterday,شريت تريكّو لبارح,I bought a tracksuit yesterday.
I have pain in my arm,إدّي كاتعطيني صداع,This is giving me a headache.
I have to wash my clothes,خسّني نصبّن حوايجي,He cheated me with my belongings
I have two sisters.,عندي جوج خواتات.,I have many sisters.
I'm from Bengrir,أنا من بنڭرير,I am from Beni Mellal
"I'm fine, and you?","أنا مزيان, أُنتا?","I'm good, and you?"
My daughter is here.,بنتي راها هنا.,My daughter is here.
My father has been there.,لواليد كان هنا.,My father was here.
My son studies computer science,ولدي كايقرا ل'ينفورماتيقو,My son is studying informatics.
Our children are in America.,ولادنا فل ميريكان.,Our children are in America.
She's older than me,هيا كبر منّي,She is older than me.
What are your hobbies?,أشناهوما لهيوايات ديالك?,What are their hobbies?
What do you want to do?,أشنو باغي الدير?,What do you want to do?
You're smarter than him.,نتا دكا منّو.,You are better than him.
What time does the movie start?,إمتا غايبدا لفيلم?,When will the movie start?
Can I use your phone?,واخا نخدّم تيليفونك?,Can I use your phone?
I'd like to go home.,بغيت نمشي لدّار.,I want to go home.
I'd like to go shopping.,بغيت نمشي نتقدّا.,I want to go for a walk.
I speak two languages,كانهدر جوج تلّوغات,He talks a lot about nonsense
What do you want to buy?,شنو بغيتي تشري?,What do you want to buy?
What time does the store open?,إمتا كايحلّ لماحال?,When is he going to solve the problem?
When does the plane arrive?,إمتا غاتوصل طيّارا?,When will it arrive by plane?
Where are you?,فين كاين نتا?,Where are you?
Am I pronouncing it correctly?,واش نطقتها صحيحا?,Did I pronounce it correctly?
Do you believe that?,واش كاتيّق داكشي?,Is he still doing that?
Do you have a pencil?,عندك شي قالام?,Do you have a problem?
How do you pronounce that?,كيفاش كاتنطق هادشي?,How do you pronounce this?
I don't understand what your saying,مافهمتش شنو كاتڭول,I didn't understand what you're saying.
Let's meet in front of the hotel,نتلاقاو ڭدّام لوطيل,See you in front of the hotel
What does this mean?,شنو كايعني هادشي?,What does this mean?
Whose book is that?,ديالمن هاد لكتاب?,Whose book is this?
Why aren't you going?,علاش نتا ماغاديش?,Why aren't you coming?
Why did you do that?,علاش درتي هادشي?,Why did you do this?
Are you ready?,واش نتا واجد?,Are you serious?
It depends on the weather.,علا حساب لجوو.,Because of Jouj.
My luggage is missing,لباڭاج ديالي ناقس,My backpack is heavy
My stomach hurts,كاضرّني لمعدا ديالي,They are bothering me
My throat is sore,لقرجوتا ديالي مجروحا,My knee is injured
Take this medicine,خود هاد الدوا,Take this medicine
Where do you work?,فين خدّام نتا?,Where do you work?
Where's the post office?,فين جات لبوسطا?,Where did she come from?
Anything else?,شي حاجة خرا?,Something terrible?
Are they the same?,واش هوما كيفكيف?,Are they doing well?
Are you afraid?,واش نتا خايف?,Are you scared?
Are you married?,واش نتا مجووّج?,Are you married?
Are you okay?,واش نتا لاباس?,Are you okay?
Are you sick?,واش نتا مريد?,What do you want?
Do you accept Dollars?,واش كاتقبلو ضولّار?,Are they accepting dollars?
Do you have a girlfriend?,واش عندك صاحبتك?,Do you have a girlfriend?
Do you hear that?,واش كاتسمع هادشي?,Are you listening to this?
Give me the pen,أرا ليا لقالام,I have a headache
How many?,شحال من واحد?,How many?
Is it hot?,واش سخون لحال?,Is it hot by itself?
Is it raining?,واش كاتصبّ شتا?,Is it snowing?
Is your son here?,واش ولدك هنا?,Is your son here?
The big one or the small one?,لكبير أُلّا السغير?,Is it big or small?
What did you do yesterday?,أش درتي لبارح?,What did you do yesterday?
What happened?,شنو اللي وقع?,What happened?
What should I wear?,أش خسّني نلبس?,What should I wear?
What's the temperature?,شحال داراجات لحارارا?,How many bicycles are there?
Which one do you want?,أشمن وحدا بغيتي?,Which one do you want?
Who's calling?,شكون اللي كايضووّر?,Who is in charge?
Who taught you that?,شكون علّمك داكشي?,Who taught you that?
Why did you say that?,علاش ڭلتي داكشي?,Why did you say that?
You have a very nice car.,عندك طوموبيلا غزالا.,You have a beautiful car.
You look like my sister,كاتشبّهي ل ختي,She looks like my sister.
Have you finished studying?,واش كمّلتي لقرايا?,Did you finish reading?
What does he do for work?,فاش خدّام هووا?,What does he do?
What does your father do for work?,فاش خدّام باباك?,Is your father working?
What do you do for work?,فاش خدّام نتا?,What do you do?
What do your parents do for work?,فاش خدّامين واليديك?,What are you working on?
Where does it hurt?,فين كايعطيك الصداع?,Where does it give you a headache?
Where do you want to go?,فين بغيتي تمشي?,Where do you want to go?
It's far from here,بعيد علا هنا,Far from here
Hasna is Karim's girlfriend,هاسنا ساحبت كاريم,Beautiful sunset
Hasna is Karim's wife,هاسنا مرت كاريم,Forgive me
Hasna is Karim's mother,هاسنا المت كاريم,Forgive the generous deceased
He has a nice car,عندو طوموبيلا واعرا,He has a car and a house
He's a very good student,هوا تلميد زوين,He is a good student
He's faster than me,هوا سراع منّي,He's faster than me.
His room is very small,بيتو سغير بزّاف,The house is very small.
How are your parents?,كيدايرين لواليدين ديالك?,How are your parents doing?
How do I use this?,كيفاش غانستعمل هادشي?,How am I going to use this?
I came with my family,جيت معا الدار,I came home
I'd like to use the internet,بغيت نخدّم ل'ينترنت,I want to work on the internet
I don't have time right now,ماعنديش لوقت دابا,I don't have time right now.
I live in Chichawa,كانعيش ف شيشاوا,I am living in Chicago
I made a mistake,درت واهد لغالاط,I made a mistake
I made a mistake,درت واهد الزبلا,I did the laundry
"I'm very well, thank you","أنا مبرّع, شوكران","I'm full, thank you"
I need another key,خاسني ساروت خرا,Leave me alone
Is Hamza there please?,كاين هامزا عافاك?,"Is there a problem, please?"
Is this your book?,واش هادا كتابك?,Is this your book?
It's very windy.,كاين لعجاج بزّاف.,There are a lot of tourists.
I've never done that,ماعمّرني درت هادشي,I have never done this
Nobody is helping us,التا واهد ماكايعاونّا,One hand doesn't clap
Someone is coming,شي حدّ جاي,Someone is coming
That's a good school,هاديك مدراسا مزيانا,That school is good
That's her book,هادا كتاب ديالها,This is her book.
These books are ours,هاد لكتوبا دياولنا,This is our destiny
They haven't met her yet,مازال ماتلاقاوش معاها,They still haven't found her.
They're waiting for us,راه كايتسنّاو فينا,He is judging us
What do you think of these shoes?,كيجاك هاد سبّاط,This is annoying
When would you like to meet?,إمتا بغيتي نتلاقاو?,When do you want us to meet?
Where does your wife work?,فين خدّاما مرتك?,Where is your wife working?
Your house is very nice,داركوم زوينا بزّاف,Your house is very beautiful.
watch out,كون علا بال,Be on time
That sounds good.,هادشي كايبان مازيان.,This doesn't look good.
All we have is 12:30.,عندنا غير 1ء:ع0,We only have one: A0
Not so good.,ماشي مازيان بزاف.,Not very good.
It's hard to cook the duck,صعيب تاياب لباطّ,Difficult to find peace
"Haha, you crack me up!","هاها, راك هراستيني!","Haha, you're teasing me!"
It got me a little bit worried.,خلّاني مشطون شوييا.,Leave me alone for a bit.
Do you mean this?,واش كاتقسد هادشي?,Is this bothering you?
"The plane, it's very safe.","طايارا, أمينا بزاف",Very trustworthy
I know that,أنا عارف هادشي,I know this
how I felt about things,كيفاش حسيت بلحوايج,How did you feel about things?
That's something...,هادشي شي حاجا...,This is something...
"Not so good, no.","ماشي مازيان, لا.","Not good, no."
