eng,darija_ar,transl
How about we have one game and you can come back and sunbath after?,أشبالّيك نقصّرو ماتش واهد أُ تقدر ترجع تبرونزا من بعد?,"Your team lost the match, do you think they can still win the bronze medal afterwards?"
"As for the outside will be fine, I have an umbrella in case it starts to rain.","فلخارج غايكون مزيان, عندي واهد لمضلّا فحالات بدات كاتصبّ شتا.","The weather outside will be nice, but I have a coat ready for when the cold starts to hit."
"Yes, you couldn't be alone in that house any more.","وايه, ماكنتيش تقدر تبقا بوحدك فديك الدار كتر من هاكّا.","Oh, you couldn't stay alone in that house more than that."
although I should be thinking about saving money if I'm not going to get a pay rise,واخا خسّني نكون تانفكّر نخبّي لفلوس ألا ماكانش غايزادني فلخلاص,"Even if I lose, I would never think of hiding the money because it wouldn't benefit me in the end."
good luck when that hits the front page of the daily papers,حاضّ ساعيد فاش هادشي إخرج ف صفحا لولا ديال جورنانات,I will never understand why this came out on the front page of newspapers.
"If it gets dark and we can't find our way, I'm gonna cry!","ألا طاح الضلام أُ ماڭدّيناش نلقاو تريقنا, غادي نبدا نبكي!","When darkness falls and we can't find our way, we will start crying!"
"You'll have to learn to obey me, or I'll find another one.","غايخسّك تعلّم تصنّت ليا, أُلا غادي نضبّر علا واهد أخور.","I will teach you how to swim, so we can plan a beach trip together."
if you just trusted all of us to do our jobs we would be so much more effective,كون هير تيّقتينا كولّنا أنانا غانديرو خدامينا غانكونو فعّالين كتر,"When you lead us, tell us what to do, our workers will be more efficient."
And by some miracle it never broke down with me in it again.,"أُ بحال شي موعجيزا, ماعمرو خسر أُ أنا فيه باقي","Like a miracle, I have never lost hope in it."
Well I can tell you for nothing I am not going to work in here,لموهيم نقدر نڭوليك أنّاهو مايمكنش نخدم هنا واخا ماعارفت أش,"Sorry, we can tell you that we can't work here because we don't know what to do."
"He would have yelled at me, with no respect for his boss.","كان غادي يغووت عليا, بلا حتا حتيرام ل مودير ديالو","He was going to yell at me, without even respecting his manager."
The medicinal herbs will allow you to heal and get back on your feet!,لعسهوب غادي يعاونوك باش تبرا أُ تعاود توڭوف علا رجليك,The physiotherapist will help you to recover so you can walk again.
And I just glued my hand to the desk in Art.,أُ يالّاه لسّق يدي ف تبلا فلحيسّا ديال تافاتّوح لفانّي,"Come on, let me wash my hands in the fountain of Tafatthouh in Fes."
"It's a bit embarrassing, but I've never been any good at my times tables...","حشمت شويا, والاكين ماعمرني كنت كانعرف مزيان ل جاداويل ضارب","I felt a bit embarrassed, as I had never known how to play billiards well."
"And now, years later, look where I am!","أُ دابا, شحال من عام من بعد, شوف فين أنا!","Now, how many years later, look where I am!"
"Wow, you're the first teacher who's ever done anything nice for me!","ووو, نتا أوّال أُستاد لي كايدير معايا شي حاجا مزيانا!","Wow, you are the first teacher who does something nice with me!"
Maybe you can use a computer translator to help you?,جرّبتي تستعمل شي پروڭرام ديال ترجاما فل پيسّي باش يعاون?,Have you tried using any translation program on the computer to help?
They might notice if I bring my laptop to the exam.,راه غادي يعيقو بيا إلا جبت معايا ل پيسّي اللمتيحان,They will not let me in unless I bring the exam admission ticket with me.
"If we keep it that way, we'll go into the wall, for sure.","إلا بقينا هاكّا, غادي ندخلو ف شي حيط, مافيها شك","If we stay like this, we will end up hitting a wall, no doubt."
"Can't you ask me now, I might not be here at the next class",مايمكنش ليك تسوولني دابا? موحال نكون هنا فل حيصّا الجايّا,Can you help me now? It's impossible for us to be here in the next event.
Just because we are old does not mean we have lost all sense of taste,غير حيت حنا كبار فلعمر ماكايعنيش أنّاهو مابقاش عندنا داوق,"As we grow older, it doesn't mean we no longer have a taste."
"you know I ve a wicked sense of humour, mind you, I am not sure they always get me","عرفتي عندي واحد روح دوعابا فشكل, ماعرفتش واش ديما كايفهموني","I have a friend who is a bit strange, I don't know if they always understand me."
The doctor gave me a check-up last week and said I was as fit as a fiddle.,طبيب دووز ليا ديك سيمانا أُ ڭاليا راني صحيح فصيح.,The doctor told me last week that I am healthy and fine.
I'll ring the bell to get someone to get you a coffee.,غادي ندق لجاراس باش يجي شي واحد يجيب ليك لقهوا.,I will go to the neighbor's to have someone bring you coffee.
And once in a while someone comes in to entertain us.,أُ مرّا فشحال كايجي شي واحد يدير لينا شي سپكتاكل.,Every now and then someone comes and puts on a spectacle for us.
Ouf... I wish I could have spent the day at home with the dog...,وف... كانتمنّا كون دووزت نهار غي ف الدار معا لكلب...,I wish I could spend the whole day at home with the dog...
"He needs to get used to bad weather, we are planning to move to Essaouira after all!","خاسّو يولّف لجوو لخايب, راه ناويين نرحلو ل صويرا أصلان!","They decided to go to the beach, as they are planning to travel to Essaouira tomorrow!"
I hope you enjoy the orange juice and get to see the art gallery.,نتمنّا يعجبك لعاصير ديال ليمون أُ تمشي تشوف لمعريض لفنّي.,We hope you enjoy the lemonade and go see the art exhibition.
"You could move in here, in that retirement home, wouldn't you?","يمكن ليك تحّوول هنا, ل هاد دار لعاجازا, ولا اللا?","Can you turn here, to this house for the elderly, or not?"
"Oh that does sound good, and quite fancy for a retirement home","أُه هادشي كايفرّح, أُ مبرّع ب نيسبا ل دار لعاجازا","Oh, this is so joyful, a memory linked to the old house."
"I mean, given what it costs me every month, luckily it's free.","كانقصد, إلا شفنا شحال كانخلص كولّا شهر, هامدولّاه أنّاهوم فابور.","I mean, but we saw how much he used to spend every month, now he's broke."
But it would be nice to do experience those things with someone else,والاكين أتكون زينا أنّاك تعيش هادشي معا شي شاخص اخار,Or maybe it's better for you to experience this with someone else.
I know but it's my party so I decide!,عرفت والاكين هادي لحفلا ديالي إدان أنا اللي غادي نقرّر!,"I know, but this is my party, so I will decide!"
But I think I see a Thermos in the back of the basket.,والاكين يمكن بانت ليا شي طيرموس ف اللور ديال السلّا.,Or maybe a moth flew into my lantern.
I'm scared looking out of my second-floor window at home!,كانخاف نشوف من شرجم ديالي ف الطبقا تانيا ف الدار!,I'm afraid we might see one of my spiders in the second floor of the house!
"But, whilst you're here, could you go get me a glass of water perhaps?","والاكين, ماحدّك هنا, تقدر تمشي تجيب ليا كاسّ ديال لما?","Hey, no one's here, can you go get me a glass of water?"
But without a compass it's hard to know which way to return even with the map.,والاكين بلا باوصالا سعيب تعرف منين ترجع واخا بل خاريطا.,"Without a compass, it's difficult to know how to get back, especially in the wilderness."
I fly quite often and just try not to think about the process too much,كانركب ف طيارا بزّاف غير حاول ماتفكرتش بزّاف فل مسألا,"I have been on many planes, but I never thought too much about the issue."
"I can give you a comic book, I've brought a comic book.","نقدر نعتيك كتاب ديال أرّوسوم, جبت معايا كتاب ديال أرّوسوم","We can lend you a book of cartoons, I brought a book of cartoons with me."
"I'm sorry to be such a party pooper, but I'm really tired.","سمح ليا ماحاملش نرييب لحفلا, والاكين راني عييان ديال بصّاح.","Excuse me, I didn't bring a gift to the party, otherwise I would have brought a bottle of juice."
"Anyway, I'm glad it's you that I'm stuck with in this elevator, and not Souad.","علا كولحال,انا فارحان نتا اللي واحالت معاه فلماسعاد, أُماشي صواد.","Anyway, I'm glad you had a good time with him in happiness, that's great."
That's terrible and knowing that doesn't help my nerves.,هادشي خايب بزف أُ ملي كتعرف هادشي ماكايعاونش أعساب ديالي.,"This thing is disappointing, especially when you know that it doesn't help my situation."
"Tell me about it, I'm sure it's a placebo what he gave you.","ڭول ليا علا داكشي, أنا متأكد بلي دوا واهمي ليعتاك.","Tell me about that, I'm sure that the medicine will help you."
"Don't worry, I'm sure we'll all be there, your friend there.","ماتقلّقش, أنا متأكد بلي غادي نكونو تما كاملين, ساحبك تما.","Don't worry, I'm sure we will be fine, I got your back."
"He's scheduled to be completely in Lithuanian, and I will understand nothing.","خاتات بلي غادي إكون كاملو بلوغا ليتهوانيا, أُماغادي نفهم تاحاجا.","She said she's going to study in Lithuania, I need to understand things."
"I'm not sure what a wrong is, but if you really think you can do it, go ahead.","مامتأكدش شناهوا لخاتاء, والاكين إلا كنتي كادن تقدر الديرو, بدا.","Are you sure about the dress, or do you want me to help you choose another one?"
We can use the smoke to communicate in Morse code.,"نقدرو نخدمو ب دوخان باش نتواسلو ف شيفرا ديال مورس.""",We can work together in a team to communicate in Morse code.
"We'll leave the basics if we need to, but we can't give up.","غادي نخليو لحاجات لموهيما إلا كان خاسنا, والاكين ماغاديش نستاسلمو.","We will only leave things to fate if we lose, otherwise we will not give up."
"I'm a computer engineer, and I work from home, too.","أنا موهنديس ف إنفورماتيقو, أُ كانخدام من دار, حتا أنا.","I am not good at informatics, I only use it at home, just like me."
I usually do most of my homework and I do turn up generally,أنا مارّا مارّا كاندير أغلاب التامارين ديالي أُ عومومان كانحدر,I often go to the beach to swim and relax.
I just checked and you can find the song on youtube,راه يالاه قالابت أُ تاقدر تالقا ل أُغنييا ف يوتوب,"Wow, she started singing so well that she could become a famous singer on YouTube."
She said afterwards to me she was going to get a restraining order against him,ڭالت لييا موراها بيلا غادي تاحصل علا أمر تاقييدي ضادو,She told me that later on you will find out about the matter you are curious about.
I just want to take a long hot shower and have a beer.,أنا فاقاط بغيت نضرب شي عوما سخونا أُ شي بيرّا,"I'm exhausted, I want to hit the pool or drink a cold beer."
As long as you're not asking me to watch football and warm up a frozen pizza,ماحدّ ماكاطلبش مني تفاراج ف كورا أُ تساخن پيزّا مجامدا,No one asked me to order a hot pizza for delivery.
"Oh yes, I met Latifa on my way in, she did seem very nice","أُه أه, تلاقيت معا لاتيفا فتريقي, بانت ليا درايفا بزف","Oh, I met Latifa at the party, she seemed very elegant to me."
"But it must take her some time, to take care of you.","والاكين راه كايخاس شاويا ديال لواقت, باش تراد ليك لبال.",The baker is hiding some pieces of bread to keep them for himself.
Do you want to go to the common room for a cup of tea?,"واش بغيتي تمشي اللبيت لموشتاراك, باش تشراب كاس ديال أتاي?","Do you want to go home to rest, to have a cup of tea?"
Well he could come along tonight and deal with Rex!,إوا إمكن ليه إجي هاد الليلا أُ إتعامل معا رش!,Why did he come tonight to deal with the spraying!
but it's my first flight ever and I'm a little scared,والاكين هادي أوال تسافيرا فتيّارا ليا أُ أنا خايفا شوييا,"These are my first flights, so I'm a little scared."
"Oh, come on... You know that's not true.","أُه, يالاه سافي ... نتا عاراف بلي هادشي ماشي سحيح.","Oh, come on, Safi... you know that this is not true."
We need to saveour energy for the climb and the long walk down.,أنحتاجو نوافّرو الطاقا ديالنا ل طلعا أُ ف النزول الطويل.,We need to conserve our energy for the long descent.
Now all we have to do is make the guest list and send out the invites.,دابا صافي خاسّنا غير نشوفو دياف لي غايحادرو ونسيفتو لعراضات.,"Now that it's clear, let's just go see the wild animals that are being exhibited and enjoy the shows."
"We could do some tourist shopping, or even go sightseeing!","نقدرو نمشيو نديرو تاساوق سيياحي,نشوفو ل أتار لي ف لمدينا!","We can go and do a sightseeing tour, see the attractions in our city!"
And the nurses were not happy because they thought there was a fire in the establishment,أُ لفرمليات ماكانوش فارحانين حيت كايسحاب ليهوم كانت لعافيا فلموأسّاسا,"The brakes were not working well because when they were pressed, the car was still moving smoothly."
"Yes, but with the smoke of the cigar, it's not very discret","أه, والاكين معا دوخان ديال ڭارو, ماغاديش تبان ماخزونا بزاف","Yes, and when the monkeys are with the lion, they won't appear scared at all."
Or fish eggs - you didn't say what kind they were.,أُلا بايض ديال لحوت - ماڭلتيش ليا أشمن نوع كان.,The white whale - you didn't tell me what kind it was.
"Yeah, make it quick, I have a meeting in 15 minutes.","أه, دير هادشي بزاربا, عندي إجتيماع من دابا 15 دقيقا","Yes, do this quickly, I have a meeting in 15 minutes."
"Right, I've pressed the big red button and nothing has happened.","واخا, راه ورّكت علا لبوتون لحمار لكبير أُ ماوقاع والو.","Wow, she really hit the nail on the head with that big donkey and the mule."
"That's sweet, but you know what it's like at my age","هاداشي زوين, والاكين راك عارف كيفاش كايكون هادشي فلعمر ديالي","This is nice, and you know exactly how this is in my life."
All it does is give me a blocked nose and insect bites,لحاجة لي كادّير هيا سدّان النيف أُ عضّان ديال لبخوش,What she's doing is blocking the flow of negative energy and bad vibes.
"Besides, I think that's what triggers an allergic reaction.","زيد عليها, كانضن بلي هادشي هوا لي كايجبد لحاساسيا ديالي.","Moreover, I believe that this is what nourishes my emotions."
Our office is on the four hundredth floor and I have to take the stairs every day,لبيرو ديالنا كاين فتاباق رباعميا أُخاسني نتلاع دروج كولّا نهار,Our neighborhood has a beautiful park where we can walk every day.
It's up to us to pay for the repairs with our salaries!,راه علينا حنا باش نخلّصو فلوس إصلاحات من صاليرات ديالنا,We need to save money for the repairs of our living room.
"But you're gonna have to do the same, you guys, do the same thing.","والاكين خاساك دير نافس لحاجا, نتوما ألعشران, ديرو نافس لحاجا","Don't let others dictate things to you, you are the decision-makers, make your own decisions."
"Anyway, they seem to like two types of bread","علا كول حال, كايبان أنّاهو كايبغيو جوج أنواع ديال لخوبز","Anyway, it seems that he likes all kinds of pastries."
Yes maybe some kale and broccoli would be better for them,أه يقدار شوييا ديال لافت أُ لبروكولي يكون حسان ليهوم,"Yes, adding a little bit of broccoli can be good for them."
Sometimes they are lucky and get a small dog or cat instead,بعد لمارات كايكونو محضوضين أُ كاياخدو كلييب ولا قطّا فبلاستهوم,"When the cats are hungry, they either take a piece of bread or a piece of cheese."
"Yes, I also like this pond with the ducks and the swans.","أه, حتا أنا كاتعجبني هاد ضايا معا لبط أُ لبجاع","Oh, I also like this place with the ducks and the swans."
