eng,darija_ar,transl
I'll see if he can give us some tea too,غانشوف واش غايعطينا شي أتاي تاهوا,We'll see if they will give us some tea there.
"Come on, I'm sleeping, and thank you!","وايليّ, أنا راه ناعس, أُ شوكران!","Wow, I'm really sleepy, thank you!"
"Yeah, you know, those big tents.","أيه, راك عارف, دوك لخيمات لكبار.","Yes, you know, go set up the tents for the elders."
Do other residents share your opinions?,واش السوكّان لخرين تيتقاسمو معاكوم أفكاركوم?,Do the shopkeepers share their ideas with you?
It must be so difficult to talk calmly.,غاتكون صعيبا لقاضيا أنّاك تهضر مكالمي.,It will be difficult for the judge to understand you when you speak.
I think I'm the one who needs to quit!,تايبالّيا أنا هوا اللي خسّني نمشي!,He always insists that it was me who made us late!
It's starting to look like we're not moving.,هادشي بدا تايبان بحال ألا ماتانتحرّكوش.,This seems like it's not going to move at all.
"Actually, there is a number on the bottom","ساراحا, راه كاينا واهد الراقم فلتحت","Sure, there is one person at the bottom."
All we have to do now is wait.,اللي نقدرو نديرو دابا هوا نتسنّاو.,What we can do now is wait.
"Well, never mind, it's not like we could be a part of this.","موهيم, بالاك عليا, بحالا غانكونو فهادشي.","No problem, count on me, I'll be there for this."
"Hi, I'd like something strong, please.","سالام, بغيت شي حاجة قاسحا, لايحفضك.","Hello, I want something clear, no offense."
They are ready for you now Chef.,هاهوما واجدين ليك دابا أ شف.,"Here they are waiting for you now, go see them."
"I thought it was going to be really sunny today, you see.","كان كايسحابني غايكون ليوما مشمّش, شفتي.","He was annoying me, he will be like a dried apricot, you see."
"No, I meant at night it's colder than during the day.","اللا, قصدت الليل بارد علا النهار.","No, I meant the night is cold compared to the day."
And tomorrow we're gonna find the way back.,أُ غدّا غادي نلقاو طريق الرجوع.,Tomorrow we will find the way back.
Inside the basket that is sitting on top of the fridge,فوسط الشبكا اللي محطوطا فوڭ التلّاجا,Among the networks that are available on TV.
"if you need my help, please let me know","ألا بغيتي لموعاوانا ديالي, هي علمني","If you want my attention, just let me know."
I hope you and your wife have a nice trip,كانتمنا ليك أُل مادام ريحلا ساعيدا,We wish you a safe journey as long as you return happy.
I'll take you to the bus stop,دابا ندّيك ل بلاكا ت التوبيس,Now I will give you the bus ticket.
"I'm very busy, I don't have time now","أنا مشغول بزّاف, ماعنديش لوقت دابا","I'm very busy, I don't have time right now."
May I speak to Mrs. Fatiha please?,مومكين نهدر معا اللا فاتيها لايخلّيك?,Is it possible for us to talk without him knowing?
can I make an appointment for next Wednesday?,مومكين نشدّ ماوعيد ل لاربع الجاي?,Is it possible to postpone the meeting to next Wednesday?
does this road go to Dakhla,واش هاد طريق غاديا ل ضاخلا,Is this road going to the beach?
how do I get to Mohamed the fifth street,كيندير ندوز ل شاريع موهامد لخاميس,He is working on Mohamed Lahmam's project.
how long does it take by car,شحال تلوقت غادي تاخود ف طوموبيل,How long will it take you to get to the car?
how long does it take to get to Tetouan,شحال تلوقت باش توصل ل طتوان,How much did you walk to reach Tétouan?
how many people are there in Ifran,شحال ت الناس كاينين ف إفران,How many people are there in Ifrane?
